step,episode/action_changes,episode/actions_mean,episode/actions_std,episode_perf/constraint_index,episode_perf/energy_index,episode_perf/time_index,eval/episode_perf/constraint_index,eval/episode_perf/energy_index,eval/episode_perf/time_index,eval/max_reward_step_by_step,eval/mean_episode_reward,eval/mean_reward_step_by_step,eval/min_reward_step_by_step,eval/num_episodes_completed,eval/std_episode_reward,eval/std_reward_step_by_step,eval/total_reward_steps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,episode/real_actions_Qp_max,episode/real_actions_Qp_mean,episode/real_actions_Qp_min,episode/real_actions_Qp_std,episode/real_actions_R_max,episode/real_actions_R_mean,episode/real_actions_R_min,episode/real_actions_R_std,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,eval/mean_ep_length,eval/mean_reward,eval/mean_reward_parent_check,actions/dim_0_autocorrelation,actions/dim_0_dynamic_range,actions/dim_10_autocorrelation,actions/dim_10_dynamic_range,actions/dim_11_autocorrelation,actions/dim_11_dynamic_range,actions/dim_1_autocorrelation,actions/dim_1_dynamic_range,actions/dim_2_autocorrelation,actions/dim_2_dynamic_range,actions/dim_3_autocorrelation,actions/dim_3_dynamic_range,actions/dim_4_autocorrelation,actions/dim_4_dynamic_range,actions/dim_5_autocorrelation,actions/dim_5_dynamic_range,actions/dim_6_autocorrelation,actions/dim_6_dynamic_range,actions/dim_7_autocorrelation,actions/dim_7_dynamic_range,actions/dim_8_autocorrelation,actions/dim_8_dynamic_range,actions/dim_9_autocorrelation,actions/dim_9_dynamic_range,actions/entropy,actions/stability
350208,23.48066139,-0.747289896,0.870150506,0.913053453,0.79973048,0.604373574,0.979139984,0.916813076,0.642781436,4.411235332,66.84515381,0.035072703,-4.686622143,109,48.34982681,0.479352146,9216,85.66999817,70.19434357,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359424,55.13811493,-0.367338508,0.973744988,0.539530277,0.813535869,0.639593422,0.935778797,0.905596375,0.644503593,4.433148861,70.98600006,0.036085114,-4.755770683,108,51.25439072,0.478871495,9216,83.30999756,74.34637451,46,,,,,,,,,0.002773782,0.01751302,0.200000003,-2.666142464,0.570982575,4.65E-05,0.553291678,-0.002161663,0.915817142,0.597009242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368640,483.5108337,-0.54183203,1.074150205,0.883198559,1.031440377,0.688548446,0.991997898,0.906241238,0.636706114,4.442344666,59.01119614,0.032259814,-4.721420288,112,61.43983841,0.488683909,9216,81.95999908,61.81056976,46,8,2.580459833,0,2.769635439,14,8.446365356,6,2.626007318,0.004548618,0.035727721,0.200000003,-2.66100955,0.540530562,4.64E-05,0.458134025,-0.002975054,0.915388584,0.648389518,,,,1,6.836697102,-1,6.706110954,1,7.700991154,1,7.268890381,-1,6.819872379,-1,6.715219498,1,7.154477119,1,7.519761086,1,7.550769329,-1,8.052629471,-1,7.045871735,-1,7.234636784,0,1.05364275
377856,629.8342285,-0.594495118,1.060584307,1.161308289,0.767504156,0.649255812,0.946054935,0.913281202,0.653801858,4.454992294,67.71730804,0.036635235,-4.750665665,115,55.83867264,0.497581869,9216,80.83999634,71.62794495,47,8,2.580757856,0,2.774358749,14,8.393669128,6,2.617678642,0.004425657,0.02848669,0.200000003,-2.659510851,0.458444893,4.63E-05,0.681632638,-0.002798398,0.914070845,1.022696614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387072,539.3690186,-0.680040479,1.133942485,0.725056708,0.995853901,0.6385234,0.963437617,0.943064332,0.651788712,4.475149155,69.64308929,0.039072454,-4.667259216,115,46.74623871,0.498538166,9216,80.09999847,69.36529541,47,8,2.573592663,0,2.78033638,14,8.353841782,6,2.608654976,0.004823662,0.040024593,0.200000003,-2.655781031,0.524635911,4.62E-05,0.349077523,-0.002216336,0.911998749,0.90935266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396288,139.9801788,-0.321426898,1.064364433,0.642333746,0.967292726,0.660439491,0.929922163,0.945463717,0.648741663,4.482839108,75.79993439,0.042320933,-4.62898922,118,34.28676605,0.504827976,9216,79.70999908,74.25926971,47,8,2.573040724,0,2.780524492,14,8.300424576,6,2.59585309,0.003600326,0.028443286,0.200000003,-2.651314497,0.568821132,4.61E-05,0.053631958,-0.000945562,0.910124421,0.656906784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399936,20.38757515,-0.158797801,0.94555527,0.909676969,1.063378572,0.648239255,,,,,,,,,,,,,,,,,,,,,,,0.004651539,0.038071468,0.200000003,-2.646093845,0.720153451,4.60E-05,0.491817892,-0.004383155,0.907384276,0.319772661,192.0833282,-117.5158997,-127.6963043,,,,,,,,,,,,,,,,,,,,,,,,,,
405504,592.0997925,-0.591745436,1.02779448,1.087873936,0.919466257,0.597647727,0.998315632,0.950421989,0.651781619,4.492311001,58.40668488,0.03208397,-4.733130455,115,61.05985641,0.502881765,9216,77.40000153,55.67415619,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414720,347.5646973,-0.673690915,1.073971987,0.456281662,0.745111287,0.635004222,0.862996638,0.918241501,0.653230727,4.509001255,69.567276,0.0389429,-4.780107498,114,54.23742294,0.500852108,9216,79.97000122,72.14853668,46,8,2.585129738,0,2.798097134,14,8.249260902,6,2.586246014,0.00342956,0.032465279,0.200000003,-2.642746925,0.380841792,4.59E-05,1.577554584,-0.003217071,0.907114804,1.229237676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423936,227.2201843,-0.591466427,1.10593307,1.040851593,0.850634873,0.700422108,0.869645476,0.931915224,0.642307639,4.518237114,66.76112366,0.038321588,-4.734580994,118,56.49111557,0.510281146,9216,79.87000275,64.2809906,47,8,2.578045607,0,2.799007177,14,8.224508286,6,2.584335804,0.002546404,0.032826968,0.200000003,-2.642085314,0.491051555,4.59E-05,0.055086125,-0.001695964,0.906755269,0.934354663,,,,-1,7.162658691,1,7.088963509,1,7.370223999,1,7.311000824,-1,6.979762077,1,7.640337467,1,7.420762062,-1,7.128521919,1,7.583321095,1,7.336501598,1,7.227506161,1,7.928765297,0,1.051829934
433152,256.4164734,-0.516954362,1.061972141,0.746645272,0.911576867,0.669308543,0.882701337,0.922404289,0.656005144,4.524881363,70.44394684,0.038106225,-4.711044788,115,55.48136139,0.50503087,9216,78.83000183,68.23985291,47,8,2.595191956,0,2.801096201,14,8.203661919,6,2.575989246,0.005327407,0.037630208,0.200000003,-2.640308857,0.440771461,4.58E-05,1.176352978,-0.002844509,0.905380964,0.985135138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442368,497.8085327,-0.775082052,1.039179921,0.927776814,1.043182731,0.588469088,0.927648008,0.934553504,0.654465318,4.531574249,69.16088104,0.040420886,-4.813367844,119,58.99752045,0.514703572,9216,76.84999847,76.0334549,47,,,,,,,,,0.004727537,0.028971354,0.200000003,-2.637687683,0.513398349,4.57E-05,0.512321889,-0.001424047,0.90462029,0.841285169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449928,31.58518028,-0.349431783,1.11511898,0.530828834,0.928196132,0.631570995,,,,,,,,,,,,,,,8,2.638586998,0,2.80986619,14,8.196178436,6,2.583272934,0.00533626,0.039286748,0.200000003,-2.635420322,0.493179977,4.56E-05,0.940637648,-0.002226077,0.903280318,0.827006757,187.3333282,-159.7059631,-117.5158997,,,,,,,,,,,,,,,,,,,,,,,,,,
451584,33.75786591,-0.433005095,1.210814714,1.038448691,1.03367281,0.645462155,0.929750025,0.947483122,0.648065031,4.549528599,72.60578156,0.041438147,-4.857435703,117,42.78069305,0.51130569,9216,79.80999756,71.25341034,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460800,120.5071945,-0.641459882,1.142150521,1.165266275,1.067477226,0.656288445,0.955665529,0.948762059,0.651697993,4.558823586,74.37262726,0.042255145,-4.703150272,116,39.22799301,0.510296702,9216,79.23999786,72.8780899,47,8,2.642557144,0,2.81710887,14,8.198218346,6,2.601150513,0.005282552,0.040668402,0.200000003,-2.630865812,0.507109761,4.55E-05,0.038427461,-0.002713504,0.900366187,0.630284309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470016,259.7776489,-0.551286638,1.221081972,1.08007741,0.949361444,0.629176795,0.905602038,0.943716407,0.643892944,4.569955349,72.88555908,0.042535283,-4.855765343,118,44.44608688,0.516492903,9216,79.26000214,71.37107086,47,8,2.648487091,0,2.825008392,14,8.212922096,6,2.60582757,0.003948028,0.035590276,0.200000003,-2.624247074,0.635121465,4.54E-05,0.031647496,-0.003063455,0.897634625,0.40466398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479232,30.60490417,-0.500430048,1.159260511,0.679203212,0.911515832,0.658366859,0.926756263,0.929384589,0.641022027,4.57885313,71.22756195,0.04174719,-4.711452007,120,49.15719986,0.521658003,9216,77.73999786,72.27029419,47,,,,,,,,,0.00629281,0.043279804,0.200000003,-2.619825125,0.492372811,4.53E-05,0.237310231,-0.002127827,0.896403849,0.644160807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488448,152.0126953,-0.743399203,1.228207111,0.596340239,0.889368832,0.618715525,0.982309997,0.926162601,0.651421309,4.584306717,70.50666046,0.041726645,-4.865370274,120,52.4105072,0.522473872,9216,75.11000061,66.59783173,47,8,2.669440508,0,2.838659763,14,8.203655243,6,2.605644941,0.004420124,0.02905816,0.200000003,-2.617270947,0.586312771,4.52E-05,0.866695523,-0.001473291,0.895259619,0.645056069,,,,-1,7.83597517,1,7.658047676,-1,7.071893692,-1,7.455981255,-1,7.476358414,1,7.497175694,1,7.386235237,1,7.213604927,1,7.088785172,1,6.441068649,-1,7.124886513,-1,6.945837021,0,1.04143095
497664,192.09552,-0.507811666,1.048687577,0.382657617,0.882944882,0.659130871,0.880346417,0.947888494,0.659355164,4.593226433,80.23274231,0.048997696,-4.726249695,124,33.86774826,0.529601097,9216,76.09999847,79.23233795,47,8,2.694010258,0,2.854422092,14,8.198689461,6,2.604645252,0.006712168,0.04824942,0.200000003,-2.612663984,0.503283501,4.51E-05,0.668252289,-0.002836979,0.892058253,0.716293037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499920,258.3237305,-0.494524896,1.008868337,1.534072399,1.016021371,0.693951726,,,,,,,,,,,,,,,,,,,,,,,0.003648893,0.038765915,0.200000003,-2.605766296,0.613172531,4.50E-05,1.368626237,-0.003510325,0.889237881,0.38495788,188.25,-57.94644165,-159.7059631,,,,,,,,,,,,,,,,,,,,,,,,,,
506880,109.1328049,-0.374646068,0.990994751,0.46829316,0.751073241,0.53357482,0.953275144,0.929428637,0.645890117,4.603457451,75.46126556,0.04430465,-4.797618866,121,40.3123703,0.525948703,9216,77.33000183,74.83544922,47,8,2.715690851,0,2.86596489,14,8.197911263,6,2.599954128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516096,175.1666718,-0.313654214,1.215990424,1.534012318,1.003123045,0.652728379,0.891986251,0.934044063,0.647128761,4.613620281,74.09106445,0.04270025,-4.919164181,117,42.04441833,0.518107355,9216,78.23999786,73.37382507,47,8,2.726979017,0,2.87485075,14,8.214767456,6,2.607780695,0.00449971,0.054014757,0.200000003,-2.599250793,0.759690106,4.49E-05,0.22560975,-0.004774732,0.886396825,0.295486927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525312,326.6030884,-0.586879253,1.049688935,0.389778763,0.909896612,0.675859809,0.878783941,0.933494329,0.648959398,4.61517334,75.76635742,0.045931477,-4.979400635,122,46.37114716,0.530315399,9216,75.69999695,77.17081451,47,,,,,,,,,0.005319717,0.044292536,0.200000003,-2.59453702,0.556663871,4.48E-05,0.604737401,-0.003754994,0.884938121,0.512244284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534528,486.6914978,-0.560753644,1.039205909,0.711034477,0.849197149,0.694835901,0.914052606,0.949524164,0.649434149,4.631103516,76.60648346,0.044968564,-4.768022537,119,38.17386627,0.525226772,9216,76.62000275,75.83760071,47,8,2.727772713,0,2.879334688,14,8.222101212,6,2.610072613,0.004465274,0.036451101,0.200000003,-2.590737581,0.468706906,4.47E-05,0.055500917,-0.003787159,0.883103371,0.681049943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543744,83.09929657,-0.529480934,1.088961005,1.398756385,0.907050848,0.625221193,0.872333229,0.943947136,0.643408358,4.642412186,75.71101379,0.046958242,-4.826145649,124,41.04323196,0.537185848,9216,75.75,77.54869843,47,8,2.73266077,0,2.884448051,14,8.200447083,6,2.597639322,0.00538546,0.047453705,0.200000003,-2.586813927,0.652568877,4.47E-05,0.024660643,-0.001431457,0.881341457,0.414745539,,,,1,7.59954071,1,7.594449043,-1,7.632903576,1,7.281412125,-1,6.492991924,1,9.196286201,1,7.008582115,1,7.313753128,-1,7.677544117,-1,7.114562035,-1,7.376283646,1,7.420185089,0,1.025119662
549912,206.440033,-0.513329268,1.278118134,0.878049076,1.107660532,0.706376493,,,,,,,,,,,,,,,,,,,,,,,0.004648631,0.05842014,0.200000003,-2.584239483,0.678838193,4.46E-05,0.452796519,-0.003043005,0.881127238,0.440784216,191.4166718,-69.09386444,-57.94644165,,,,,,,,,,,,,,,,,,,,,,,,,,
552960,128.3803711,-0.464755923,1.165360928,0.778911293,0.96011287,0.570370674,0.86864996,0.940964401,0.647085547,4.651235104,76.54794312,0.044944473,-4.856002331,118,40.32247925,0.525459945,9216,77.91000366,77.46471405,47,8,2.714908123,0,2.892498016,14,8.17883873,6,2.595406055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562176,109.7631073,-0.516319811,1.190919757,1.176892042,1.009794235,0.648775339,0.872081995,0.940254092,0.657980323,4.658352852,76.12060547,0.046506837,-4.926101208,122,43.91075897,0.534932911,9216,75.22000122,79.92002869,47,,,,,,,,,0.004962158,0.039662905,0.200000003,-2.583375216,0.608673215,4.45E-05,0.610169172,-0.003810061,0.880582571,0.508547843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571392,76.05541992,-0.741224468,1.014969349,1.217936754,1.012973547,0.646311402,0.881942928,0.94822818,0.650689542,4.666772842,79.83280182,0.047882885,-4.741994381,121,30.11913681,0.532862365,9216,75.81999969,79.13433075,47,8,2.709091902,0,2.889808655,14,8.156500816,6,2.576509953,0.004419649,0.040668402,0.200000003,-2.58161211,0.536099076,4.44E-05,0.041694783,-0.002979744,0.879402399,0.610853732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580608,314.5416565,-0.608811259,1.069686413,0.470263928,1.018121243,0.703196764,0.888752282,0.967563331,0.658895493,4.669811249,75.16799927,0.046584729,-4.882840633,124,41.20578384,0.540679634,9216,74.98999786,74.71350098,47,8,2.716046572,0,2.89452672,14,8.110300064,6,2.545643568,0.005557082,0.04960214,0.200000003,-2.575766563,0.787200749,4.43E-05,0.026301662,-0.003899134,0.875692964,0.19319962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589824,56.44817352,-0.851092398,1.223554015,1.01272428,0.995761752,0.6533795,0.827084243,0.959587395,0.654538989,4.67675066,74.11804199,0.045713969,-4.830746174,122,45.89071655,0.536816478,9216,74.72000122,75.51308441,47,8,2.730028868,0,2.906032324,14,8.086704254,6,2.539827108,0.004820982,0.04054543,0.200000003,-2.570893526,0.433608353,4.42E-05,0.768194973,-0.002793077,0.875175953,0.792118311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599040,303.2214966,-0.635067523,1.221219182,1.231525421,1.069074988,0.649056733,0.821343303,0.947894394,0.662937582,4.687012196,81.26106262,0.051465269,-4.876052856,127,37.46493149,0.548623621,9216,72.05999756,81.9151535,47,,,,,,,,,0.004824656,0.031083623,0.200000003,-2.56980443,0.537157536,4.41E-05,1.112487793,-0.003220913,0.874601364,0.65316838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599904,218.0387268,-0.512756705,1.081506014,0.348660976,0.882525027,0.650471807,,,,,,,,,,,,,,,,,,,,,,,0.005484722,0.045753762,0.200000003,-2.5685184,0.645276904,4.40E-05,0.026450206,-0.002099995,0.874161065,0.399977893,176.75,-46.01383972,-69.09386444,,,,,,,,,,,,,,,,,,,,,,,,,,
608256,443.635376,-0.586279571,1.098578095,0.866221905,0.998326898,0.704057157,0.866768718,0.977283955,0.666337609,4.696436405,62.90432358,0.041134141,-4.927508831,128,65.66866302,0.553542852,9216,73.30999756,65.42861176,47,8,2.7237885,0,2.905139446,14,8.050814629,6,2.519669294,,,,,,,,,,,,,,-1,7.551260948,1,7.474855423,-1,7.527951241,-1,7.427671432,1,7.737857342,1,7.855337143,1,7.46830225,-1,7.839599609,1,7.875572681,1,7.647101402,1,7.577675819,-1,7.625613213,0,1.032418132
617472,118.0215607,-0.701403677,1.175850153,1.16596818,1.157866478,0.621837318,0.82399863,0.955950618,0.6573928,4.70309639,78.18860626,0.049212672,-4.802846432,126,42.28158188,0.547774613,9216,72.45999908,80.76812744,47,8,2.729734182,0,2.913434029,14,8.028892517,6,2.513577461,0.004016719,0.024153646,0.200000003,-2.567337275,0.381591201,4.39E-05,0.648318887,-0.002889561,0.873590469,1.193142772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626688,33.51339722,-0.416168064,1.252167344,1.73082912,1.110314608,0.678573787,0.800530553,0.950662613,0.662031174,4.706376553,75.94807434,0.049304038,-4.837692738,129,48.73209763,0.554880619,9216,72.77999878,75.07745361,47,8,2.735691786,0,2.918048382,14,8.018115997,6,2.514772177,0.004767396,0.033166956,0.200000003,-2.566076279,0.54426676,4.38E-05,0.331870943,-0.003528359,0.873000741,0.682840347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635904,143.4775543,-0.468151122,1.294260979,0.972785592,1.015336156,0.716164649,0.862187505,0.949596524,0.651292741,4.714541435,67.97640228,0.041157421,-4.908795357,120,59.50271225,0.537333846,9216,75.98000336,74.46470642,47,,,,,,,,,0.004151432,0.043178529,0.200000003,-2.562913418,0.379420102,4.37E-05,0.034750842,-0.002862539,0.870422482,0.976950526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645120,295.4152527,-0.463634819,1.104377985,0.887995958,0.895365,0.629311979,0.812290251,0.958149493,0.653670311,4.715449333,77.80080414,0.048887972,-5.039382458,124,42.11376572,0.545660555,9216,74.23999786,75.97150421,47,8,2.748384476,0,2.920976877,14,8.011610985,6,2.514904499,0.004366964,0.035886865,0.200000003,-2.558324337,0.347297192,4.36E-05,0.061839465,-0.003228279,0.869671643,1.193403006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649896,205.6554871,-0.230480582,1.03542161,0.588057697,0.794110894,0.69570142,,,,,,,,,,,,,,,8,2.757710457,0,2.921147823,14,8.025382042,6,2.518577337,0.003910584,0.033275463,0.200000003,-2.555332184,0.58921659,4.35E-05,0.475379258,-0.002090408,0.867590666,0.573973954,191.6666718,-73.73213959,-46.01383972,,,,,,,,,,,,,,,,,,,,,,,,,,
654336,163.7523193,-0.677500963,1.132876873,0.380540967,0.860854864,0.737471819,0.81739229,0.932368279,0.65189141,4.724256516,76.83468628,0.04609856,-4.958673477,119,42.74397278,0.535818338,9216,77.75,75.79488373,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663552,124.9295959,-0.62419343,1.220447183,0.649413347,0.837420166,0.591433525,0.832305372,0.939801753,0.642794371,4.729236126,71.98245239,0.043486249,-4.994792938,119,48.45466614,0.536661744,9216,76.37999725,72.22528076,47,8,2.742907524,0,2.919919968,14,7.978288174,6,2.499769211,0.004926326,0.038389757,0.200000003,-2.551248074,0.406012356,4.35E-05,0.018838504,-0.002030597,0.866060615,0.722222865,,,,-1,9.146245956,-1,8.057720184,-1,6.842961788,1,7.344528198,1,7.613170624,-1,8.280373573,-1,7.829072952,-1,7.896399975,1,7.474746227,-1,7.843597889,1,7.860266209,1,7.505162716,0,1.035723567
672768,161.8470154,-0.650446415,1.102472663,0.28219974,0.920163214,0.628300965,0.778843522,0.935407102,0.656500101,4.73452425,82.08464813,0.05263871,-4.875398159,126,45.28188324,0.551101089,9216,74.62000275,79.84978485,47,8,2.746860266,0,2.916487932,14,7.986593723,6,2.502962828,0.004900368,0.045920137,0.200000003,-2.547467232,0.482298136,4.34E-05,1.813157201,-0.00188609,0.864415705,0.84862119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681984,161.4807129,-0.48601681,1.068916082,0.595461249,1.018392324,0.675767124,0.828219771,0.928118169,0.641062558,4.741862297,83.25933838,0.050923746,-4.956094742,121,32.73933792,0.541600049,9216,75.93000031,83.39907074,47,,,,,,,,,0.00414024,0.036697049,0.200000003,-2.542653799,0.425400198,4.33E-05,0.02512124,-0.002547184,0.861993849,0.818477869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691200,32.86737823,-0.793376148,1.347685575,0.408866197,0.829669774,0.631704509,0.829044938,0.940523803,0.654405177,4.742568493,80.32260132,0.051844366,-4.970324039,126,41.76072311,0.55357939,9216,73.01999664,80.76431274,47,8,2.739020586,0,2.926887751,14,7.960727215,6,2.494900942,0.005724838,0.053342015,0.200000003,-2.537076235,0.776759028,4.32E-05,0.023334421,-0.00401474,0.85934937,0.18889606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699888,30.91647148,-0.163843408,1.158309937,0.914876521,1.066322923,0.624588668,,,,,,,,,,,,,,,8,2.753816605,0,2.93503499,14,7.953028679,6,2.49198699,0.004470874,0.037832756,0.200000003,-2.531630516,0.491037846,4.31E-05,0.02031064,-0.002272937,0.857659101,0.63104099,188.5833282,-74.93990326,-73.73213959,,,,,,,,,,,,,,,,,,,,,,,,,,
700416,100.1291351,-0.677426457,1.272566438,0.344215959,1.018747211,0.629139483,0.815226138,0.95101434,0.651530862,4.750573158,84.84545135,0.05375769,-4.958977222,126,26.40052032,0.553311646,9216,72.52999878,85.23954773,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709632,22.12437439,-0.373525262,1.010249376,1.193278193,0.933086276,0.666782439,0.896876216,0.946961641,0.650497437,4.761747837,66.15919495,0.042519383,-5.090078831,128,59.99335861,0.561473966,9216,73.13999939,69.29711151,46,8,2.765439749,0,2.938874006,14,7.955200195,6,2.490936518,0.00484009,0.043243635,0.200000003,-2.524856329,0.73916924,4.30E-05,0.026269736,-0.004502158,0.853377223,0.219548494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718848,277.6998291,-0.379368335,1.265309095,0.777680218,1.063468814,0.694657564,0.797642291,0.962033987,0.658070445,4.767230034,79.03528595,0.050759409,-4.970678329,124,37.65125656,0.551184118,9216,73.41999817,81.49288177,47,,,,,,,,,0.006033545,0.050253183,0.200000003,-2.519042253,0.303798556,4.29E-05,1.37577498,-0.004192906,0.852939606,1.34774363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728064,613.3208008,-0.767013609,1.174748182,0.43560946,0.815787137,0.754231274,0.80334574,0.954801679,0.658264756,4.772984028,78.95136261,0.051313162,-4.987381458,125,46.08277893,0.554541528,9216,73.83000183,81.07361603,47,8,2.775923014,0,2.949207544,14,7.956152916,6,2.496775866,0.005895799,0.041572627,0.200000003,-2.51656723,0.645230889,4.28E-05,0.487889796,-0.002903854,0.851042509,0.386364907,,,,-1,7.861471176,1,8.030439377,1,7.79790926,-1,9.083856583,-1,8.960120201,1,7.895089626,-1,8.888404846,-1,7.514040947,1,8.574523926,1,8.644124985,-1,7.786485672,1,8.400864601,0,1.026920319
737280,227.9196472,-0.464340895,1.097476363,0.921755135,1.009690881,0.696490705,0.771711349,0.947413266,0.652920961,4.774054527,75.85942841,0.047331683,-4.959966183,125,54.92044449,0.555000365,9216,73.55000305,72.84155273,47,8,2.773142099,0,2.94958353,14,7.954769611,6,2.498954058,0.004413046,0.04131221,0.200000003,-2.513094425,0.499258876,4.27E-05,0.812453568,-0.002672674,0.850008965,0.670828283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746496,488.6409302,-0.455239147,1.182881355,0.69804728,0.976836443,0.620279551,0.831824422,0.955287814,0.650025368,4.777671814,77.53186035,0.050463296,-4.961155415,126,39.99179077,0.557416558,9216,72.83000183,76.18990326,47,8,2.779130697,0,2.95423317,14,7.95020771,6,2.501931429,0.003871736,0.032544851,0.200000003,-2.51117897,0.323094845,4.26E-05,0.702613831,-0.002773622,0.849624872,1.124644995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749880,30.61491013,-0.375315189,1.18168056,0.692390144,0.940879941,0.653576314,,,,,,,,,,,,,,,,,,,,,,,0.00544213,0.048987269,0.200000003,-2.509442091,0.561278224,4.25E-05,0.428254992,-0.002957719,0.848313212,0.587517023,189.0833282,-71.95510101,-74.93990326,,,,,,,,,,,,,,,,,,,,,,,,,,
755712,50.04858017,-0.680226982,1.134787679,0.24102883,0.76334995,0.659354031,0.816255927,0.953593373,0.660294473,4.781044483,76.72999573,0.049072806,-4.977980137,125,46.47060394,0.555724978,9216,73.38999939,76.68106079,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764928,71.37345123,-0.946905136,1.096879482,0.854315102,1.07715404,0.651649296,0.792321026,0.940806866,0.659474909,4.782653809,82.09815979,0.052963849,-5.024300098,125,34.52568436,0.554825485,9216,74.58999634,81.00950623,46,8,2.780201435,0,2.960031748,14,7.932638168,6,2.487149954,0.004018648,0.046303529,0.200000003,-2.506478071,0.473331928,4.24E-05,0.053582489,-0.003737326,0.847515464,0.712584853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774144,309.145813,-0.482627869,1.150559783,0.173843294,0.785520911,0.622077644,0.831261933,0.94481802,0.652998924,4.781232357,77.65692902,0.049824581,-4.928053856,126,40.81212234,0.558327079,9216,73.27999878,75.76082611,46,8,2.796512604,0,2.966892481,14,7.944793701,6,2.505042315,0.004312667,0.03321036,0.200000003,-2.503426552,0.515943289,4.24E-05,0.021251217,-0.001712534,0.845227122,0.411210001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783360,108.754097,-0.731287956,1.195594549,1.073345423,1.100529671,0.753146052,0.823326111,0.922619522,0.643001974,4.793664932,84.25431824,0.053337354,-5.003852367,124,30.99936867,0.554283738,9216,73.37000275,83.87207031,47,8,2.813603163,0,2.975399256,14,7.980597019,6,2.52045536,0.005937627,0.049066842,0.200000003,-2.499655247,0.573014975,4.23E-05,0.030208461,-0.003757662,0.844639421,0.589975834,,,,-1,8.077283859,1,8.648200989,1,9.290102959,1,7.778177261,-1,7.893598557,-1,8.386901855,-1,7.936517239,1,9.076704025,-1,8.1415205,1,8.037063599,-1,7.562660217,-1,8.649522781,0,1.018772483
792576,296.7351074,-0.670654535,1.271348834,1.60943985,0.987851143,0.67716378,0.828345299,0.944754541,0.654284596,4.799007893,82.06233215,0.052906957,-5.058099747,125,33.25111389,0.556891143,9216,73.01000214,80.89788818,47,8,2.813967466,0,2.975860596,14,7.993424892,6,2.534080744,0.004324952,0.04445168,0.200000003,-2.49767065,0.646805406,4.22E-05,0.023521259,-0.004374478,0.843396664,0.356177509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799872,28.68066978,-0.72585839,1.045167208,0.454998583,0.821563005,0.617720425,,,,,,,,,,,,,,,,,,,,,,,0.005457328,0.04960214,0.200000003,-2.492409468,0.640995085,4.21E-05,0.027940501,-0.004798871,0.840424776,0.366730183,186.25,-64.2974472,-71.95510101,,,,,,,,,,,,,,,,,,,,,,,,,,
