step,episode/action_changes,episode/actions_mean,episode/actions_std,episode_perf/constraint_index,episode_perf/energy_index,episode_perf/time_index,eval/episode_perf/constraint_index,eval/episode_perf/energy_index,eval/episode_perf/time_index,eval/max_reward_step_by_step,eval/mean_episode_reward,eval/mean_reward_step_by_step,eval/min_reward_step_by_step,eval/num_episodes_completed,eval/std_episode_reward,eval/std_reward_step_by_step,eval/total_reward_steps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,episode/real_actions_Qp_max,episode/real_actions_Qp_mean,episode/real_actions_Qp_min,episode/real_actions_Qp_std,episode/real_actions_R_max,episode/real_actions_R_mean,episode/real_actions_R_min,episode/real_actions_R_std,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,eval/mean_ep_length,eval/mean_reward,eval/mean_reward_parent_check,actions/dim_0_autocorrelation,actions/dim_0_dynamic_range,actions/dim_10_autocorrelation,actions/dim_10_dynamic_range,actions/dim_11_autocorrelation,actions/dim_11_dynamic_range,actions/dim_1_autocorrelation,actions/dim_1_dynamic_range,actions/dim_2_autocorrelation,actions/dim_2_dynamic_range,actions/dim_3_autocorrelation,actions/dim_3_dynamic_range,actions/dim_4_autocorrelation,actions/dim_4_dynamic_range,actions/dim_5_autocorrelation,actions/dim_5_dynamic_range,actions/dim_6_autocorrelation,actions/dim_6_dynamic_range,actions/dim_7_autocorrelation,actions/dim_7_dynamic_range,actions/dim_8_autocorrelation,actions/dim_8_dynamic_range,actions/dim_9_autocorrelation,actions/dim_9_dynamic_range,actions/entropy,actions/stability
801792,25.91899681,-0.662870646,1.034297466,1.023507357,0.962499619,0.626811087,0.817255795,0.951156855,0.658172429,4.803372383,80.58586121,0.052790672,-5.135084629,128,36.85181046,0.564626813,9216,73.25,81.18144226,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811008,23.29036331,-0.874308586,0.984092951,0.660125315,1.066304564,0.710083425,0.833310544,0.952251494,0.652226388,4.807153225,78.86930084,0.052948013,-5.010175705,129,42.5725441,0.567585588,9216,71.77999878,84.47686768,46,8,2.837933064,0,2.988886595,14,8.009168625,6,2.536996603,0.004810045,0.047974538,0.200000003,-2.486931562,0.597766399,4.20E-05,0.008602301,-0.004108191,0.838851213,0.374447227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820224,587.090271,-0.490866959,1.125742435,0.836604118,0.942389548,0.715241253,0.746266246,0.93460381,0.654320359,4.808124542,86.98165131,0.052747346,-5.087527752,120,33.76548004,0.547031105,9216,76.05999756,86.30432129,47,8,2.842905045,0,2.994509697,14,8.02661705,6,2.553957462,0.00389592,0.034570314,0.200000003,-2.484314442,0.482938707,4.19E-05,0.605572045,-0.001750699,0.838147104,0.679307163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829440,36.43588638,-0.277611136,1.383844376,0.375308454,0.980528057,0.567105472,0.798628271,0.924054205,0.646939993,4.809673309,81.94958496,0.053854465,-4.920926094,126,37.13156509,0.560717344,9216,74.04000092,80.75011444,47,8,2.817560434,0,2.992080212,14,8.017590523,6,2.547342777,0.004515319,0.045949075,0.200000003,-2.482856512,0.527976036,4.18E-05,0.012645585,-0.002610906,0.837720037,0.473848015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838656,248.6219177,-0.743246019,1.102252364,0.57204771,0.945210636,0.706832826,0.766404092,0.92986536,0.653780878,4.813665867,86.51958466,0.055120531,-5.001294613,122,32.76078415,0.551743269,9216,74.20999908,86.35424042,47,,,,,,,,,0.00569643,0.052676506,0.200000003,-2.482272863,0.592883825,4.17E-05,0.306380957,-0.004435273,0.837541044,0.399629384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847872,57.7116127,-0.597139657,1.251749754,1.352113605,1.137664914,0.78833878,0.769965351,0.93433845,0.652653217,4.811152935,82.65196991,0.054051928,-4.911001682,127,41.45731354,0.563662231,9216,73,82.64863586,47,8,2.821382523,0,2.997879028,14,8.078386307,6,2.572026253,0.004502501,0.03262442,0.200000003,-2.479732513,0.63566339,4.16E-05,0.039189965,-0.002275959,0.835697591,0.332461804,,,,1,7.066942692,1,7.956268787,1,8.900756836,-1,7.586605072,-1,7.500551224,1,8.943387985,-1,7.786280155,1,8.65532589,-1,9.092233658,-1,7.934239388,-1,8.637359619,-1,8.036722183,0,0.999047041
849864,150.8815308,-0.833185315,1.150179148,0.610899806,0.89585954,0.672152281,,,,,,,,,,,,,,,,,,,,,,,0.003926463,0.049862556,0.200000003,-2.476440668,0.515947223,4.15E-05,0.598995686,-0.001995458,0.834983587,0.563477635,169.8333282,-18.77880669,-64.2974472,,,,,,,,,,,,,,,,,,,,,,,,,,
857088,67.26696777,-0.430810601,1.290361285,0.485521585,1.113426805,0.697923541,0.765029311,0.918793976,0.659182191,4.812759876,80.11077118,0.051708363,-5.084335327,127,50.50392151,0.564212561,9216,73.01999664,84.04018402,46,8,2.829581738,0,3.012193203,14,8.123433113,6,2.592982292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866304,286.810791,-0.73368454,1.134547949,0.934137046,0.958322108,0.714047909,0.79706955,0.937747955,0.665599704,4.816083908,83.65061188,0.054639533,-4.9205966,127,36.43951035,0.56390959,9216,72.58999634,83.72764587,46,8,2.828588724,0,3.012527704,14,8.162736893,6,2.603342772,0.003925483,0.042013887,0.200000003,-2.474927664,0.428524673,4.14E-05,0.647620022,-0.002620059,0.834297538,0.815149367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875520,83.76486206,-0.745498657,1.5800246,0.748875678,1.089832783,0.739166439,0.85630554,0.95351541,0.654144704,4.819607735,82.39076233,0.054766331,-5.077585697,128,35.37798691,0.56610328,9216,72.29000092,82.14828491,46,,,,,,,,,0.005850745,0.059584782,0.200000003,-2.470944166,0.489771426,4.13E-05,0.025126241,-0.003116308,0.831511021,0.520258367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884736,54.83766937,-0.670297146,1.249781013,0.833533704,0.963185728,0.656013966,0.784795761,0.901157141,0.652935863,4.819154263,85.2121048,0.054119699,-4.929125309,123,36.60106277,0.555095911,9216,76.19999695,86.24147034,47,8,2.850553036,0,3.027355671,14,8.20776844,6,2.629579544,0.006822188,0.047793694,0.200000003,-2.464742661,0.746078968,4.12E-05,0.01644659,-0.004882411,0.829360902,0.238551423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893952,119.4616089,-0.461738706,1.145535827,1.080829859,1.157865047,0.627175212,0.802952826,0.920573652,0.65367949,4.826561451,89.81996918,0.057843436,-0.329553545,125,17.96653175,0.559083462,9216,74.08999634,91.10952759,47,8,2.834732294,0,3.038729429,14,8.191262245,6,2.616837502,0.005086197,0.04822772,0.200000003,-2.458944082,0.556511641,4.12E-05,0.029237941,-0.003033534,0.826589465,0.499287128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899856,38.69514465,-0.586204469,1.371284723,1.476306915,1.096918941,0.71397686,,,,,,,,,,,,,,,,,,,,,,,0.00513402,0.040661167,0.200000003,-2.451656342,0.888391674,4.11E-05,0.017796073,-0.004541584,0.823402584,0.06501063,184.75,-67.84422302,-18.77880669,,,,,,,,,,,,,,,,,,,,,,,,,,
903168,462.6265564,-0.354242295,1.132970095,1.597482204,1.147090912,0.736490726,0.823874176,0.920645177,0.652552009,4.821490765,88.74663544,0.05684983,-0.314146817,124,20.80257034,0.557665825,9216,73.22000122,88.75878906,46,8,2.846981764,0,3.05057168,14,8.225773811,6,2.639418602,,,,,,,,,,,,,,1,8.413009644,-1,7.698690414,1,7.899137497,-1,8.108748436,1,8.221279144,-1,8.464635849,1,7.699307919,1,7.582018852,-1,8.025187492,1,8.111104012,1,7.654285431,-1,6.754239082,0,0.995072901
912384,179.6834869,-0.283497423,1.329481602,0.525591433,0.79150939,0.632679582,0.765151799,0.909219444,0.655586302,4.828213215,84.78132629,0.055665806,-5.154514313,127,39.47525787,0.56560427,9216,74.01999664,85.11374664,46,8,2.852785826,0,3.06644845,14,8.235985756,6,2.640853167,0.007690044,0.05979456,0.200000003,-2.443170547,0.929542184,4.10E-05,0.016768858,-0.005984714,0.819703579,0.047142364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921600,218.5356293,-0.485578775,1.126274943,1.265758038,1.031416893,0.673424184,0.759261608,0.902962029,0.661021113,4.830531597,87.69207764,0.057172682,-4.917113781,126,34.28288651,0.562285781,9216,71.95999908,86.82737732,46,,,,,,,,,0.006274724,0.064612269,0.200000003,-2.436953306,0.479842603,4.09E-05,0.032145873,-0.003034695,0.818407416,0.53300339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930816,129.181839,-0.190248355,1.165210843,0.548572958,0.772819161,0.721958458,0.82470119,0.911473036,0.646450043,4.836378098,83.50775146,0.054011714,-4.982776165,125,35.46450424,0.561611116,9216,72.68000031,82.51909637,46,8,2.845643044,0,3.070744038,14,8.260217667,6,2.649013042,0.005294813,0.052777778,0.200000003,-2.433977127,0.511914372,4.08E-05,0.006658932,-0.003930528,0.817119598,0.466356158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940032,155.7717438,-0.440357149,1.142974377,1.402414441,0.975359142,0.714192331,0.832644463,0.914216816,0.653615713,4.836157322,82.58718872,0.055861618,-5.079942226,129,37.80869675,0.570564389,9216,72.84999847,81.67950439,47,8,2.858072996,0,3.084160089,14,8.297979355,6,2.664705992,0.00546906,0.048083045,0.200000003,-2.431346178,0.568122625,4.07E-05,0.017737854,-0.003982317,0.816028833,0.364537984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949248,49.98723984,-0.657136679,1.061581135,0.715655208,0.807987332,0.633963108,0.787647307,0.903024971,0.657482445,4.839146614,86.59494019,0.055652529,-5.003670692,124,43.00407791,0.559736669,9216,73.47000122,84.08567047,47,8,2.886490345,0,3.089318752,14,8.384640694,6,2.700919867,0.007021658,0.056720197,0.200000003,-2.428844452,0.504919171,4.06E-05,0.064903647,-0.003706526,0.81517303,0.590225756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949848,97.51770782,-0.214233398,1.233417034,0.666636109,0.745640874,0.584100723,,,,,,,,,,,,,,,,,,,,,,,0.00368748,0.033731192,0.200000003,-2.426552296,0.452411711,4.05E-05,0.04125018,-0.002243202,0.814244807,0.705907822,193.25,-57.62421417,-67.84422302,,,,,,,,,,,,,,,,,,,,,,,,,,
958464,159.8653412,-0.70703876,1.279970765,1.072811604,0.984283984,0.686428249,0.832198024,0.914930522,0.66275996,4.842168808,76.46685791,0.048973311,-5.1104002,124,52.22506332,0.561109304,9216,74.66000366,76.05773163,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967680,218.2188263,-0.276072085,1.182792187,0.945403755,0.967598081,0.640712857,0.837352753,0.887673438,0.655825794,4.83792305,83.73019409,0.052604519,-5.08231163,122,37.3392067,0.555565953,9216,75.30999756,83.38333893,46,8,2.911295891,0,3.098493338,14,8.433157921,6,2.726286888,0.005602581,0.046115451,0.200000003,-2.425059795,0.451508462,4.04E-05,0.349593252,-0.003654503,0.813857615,0.871928215,,,,-1,8.78021431,1,8.165929794,-1,7.93778038,1,8.587539673,-1,8.315113068,1,8.150650024,1,7.325619221,1,7.359955788,-1,8.338956833,1,7.977982044,1,7.829730988,-1,7.61158371,0,0.983521581
976896,525.1497803,-0.723965526,1.198253036,0.841733575,1.074954987,0.724389017,0.837985098,0.898779809,0.660808206,4.840318203,92.18800354,0.059312027,-0.276803285,124,20.54163933,0.558845818,9216,73.97000122,90.69284821,46,8,2.92255187,0,3.098871708,14,8.478776932,6,2.736124516,0.005844607,0.055468749,0.200000003,-2.423606873,0.596523643,4.03E-05,0.034180108,-0.003437116,0.812908709,0.438663006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986112,69.67392731,-0.385130912,1.367723584,0.80082047,0.589562356,0.587955117,0.878898561,0.903925061,0.66301918,4.841893196,87.29119873,0.058296531,-4.993160725,129,34.37319183,0.570210457,9216,72.01000214,87.54307556,46,8,2.938875437,0,3.110591412,14,8.548025131,6,2.762696981,0.005623823,0.052271411,0.200000003,-2.422499657,0.869570971,4.02E-05,0.027207276,-0.005226711,0.812965274,0.059717521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995328,596.5582886,-0.236240447,1.248021603,0.771610618,0.912990272,0.697037339,0.781782091,0.867302179,0.650580704,4.843329906,91.05117798,0.057680979,-4.990982056,122,33.52052689,0.554971993,9216,74.98999786,90.79484558,46,,,,,,,,,0.005111847,0.049197048,0.200000003,-2.422697067,0.610433817,4.01E-05,0.020127941,-0.004447361,0.813031197,0.378002912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999840,248.8098145,-0.140526935,1.110013485,0.916700184,0.838958025,0.57508409,,,,,,,,,,,,,,,8,2.93286252,0,3.107299805,14,8.590313911,6,2.779246807,0.005327376,0.051215276,0.200000003,-2.419385195,0.605475008,4.00E-05,0.015363505,-0.004966532,0.809985042,0.349500746,181.75,-33.36581039,-57.62421417,,,,,,,,,,,,,,,,,,,,,,,,,,
1004544,168.6469727,-0.138422713,1.134175777,0.945200324,1.081115246,0.662197649,0.800771236,0.884768009,0.653563201,4.843701839,90.0776825,0.058839794,-4.918473721,126,25.9447403,0.563945889,9216,72.83000183,88.67276001,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013760,72.77462769,-0.119085908,1.371448278,1.585436463,0.912058413,0.57179594,0.811471939,0.875100672,0.653884172,4.843242645,80.25431061,0.052570608,-5.164792061,127,53.91223526,0.568409026,9216,73.16999817,79.01817322,46,8,2.947419882,0,3.10849309,14,8.658426285,6,2.794465065,0.005503634,0.041391782,0.200000003,-2.412543774,0.747446537,4.00E-05,0.013670022,-0.004538369,0.807815671,0.196257576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022976,202.539505,-0.53799659,1.305672526,0.779833615,0.638513148,0.592228889,0.833203197,0.878099382,0.651922345,4.847637177,83.10997772,0.053233285,-5.090955734,122,51.13524246,0.555941224,9216,74.83000183,87.79880524,46,8,2.964615107,0,3.109253168,14,8.715782166,6,2.810525179,0.004939578,0.041203704,0.200000003,-2.409667492,0.369352043,3.99E-05,0.554946184,-0.003127258,0.807679415,0.993703842,,,,-1,8.577526093,-1,8.20612812,-1,8.293714523,-1,7.180069923,1,7.807509422,-1,8.587917328,-1,7.885978222,1,9.018817902,-1,7.671088696,-1,7.885008335,1,7.859686852,-1,7.960001945,0,0.979348838
1032192,150.1945343,-0.123402357,1.417300105,1.660429239,0.830196559,0.624006629,0.870118201,0.889197767,0.656783402,4.847962856,89.24927521,0.058298618,-5.205656052,127,35.15760803,0.566944659,9216,72.66999817,88.75029755,46,8,3.019331932,0,3.120743036,14,8.861356735,6,2.858365774,0.005160044,0.051374421,0.200000003,-2.409813881,0.457820714,3.98E-05,0.640008032,-0.003968188,0.807623148,0.787735164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041408,150.878067,0.106762618,1.381028891,0.828640282,0.680245221,0.601168633,0.839359999,0.87233752,0.657247424,4.848080635,85.57389832,0.056050979,-4.993159294,126,45.57304382,0.564899266,9216,73.36000061,85.74465179,46,,,,,,,,,0.004533758,0.050549768,0.200000003,-2.408035517,0.684756041,3.97E-05,0.74565053,-0.004643647,0.806232333,0.321990162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049832,90.15951538,0.12965548,1.291423321,0.668448031,1.035024405,0.623736858,,,,,,,,,,,,,,,8,3.04781127,0,3.125258684,14,8.927514076,6,2.888154268,0.005403028,0.049920429,0.200000003,-2.404290199,0.385126293,3.96E-05,0.043274611,-0.004635159,0.804766834,0.771669924,180,-50.8300209,-33.36581039,,,,,,,,,,,,,,,,,,,,,,,,,,
1050624,28.96467209,-0.108173549,1.19803834,1.681007385,1.129918456,0.685367405,0.862721443,0.87412864,0.654165089,4.847977638,85.80442047,0.056620672,-4.966815948,127,45.75281143,0.567157209,9216,72.34999847,83.24080658,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059840,554.970459,-0.313900173,1.222810745,0.712463081,0.935396791,0.661180973,0.827308059,0.883738637,0.662357152,4.851336479,91.98949432,0.058999747,-4.989123344,122,27.47207451,0.555366755,9216,72.80000305,91.83920288,46,8,3.048651457,0,3.129221439,14,8.957056046,6,2.893821478,0.00850801,0.053913485,0.200000003,-2.401526213,0.46149826,3.95E-05,0.552777827,-0.002890176,0.803944468,0.650049448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069056,36.62483597,-0.488298506,1.203014612,0.603045285,0.674064994,0.623728752,0.821929514,0.876939476,0.661695778,4.851691723,91.45304108,0.060321681,-4.995167255,128,30.58753395,0.568915367,9216,72.91000366,88.73808289,46,8,3.069293261,0,3.144387484,14,8.992690086,6,2.911942244,0.005789938,0.055649593,0.200000003,-2.399660826,0.698610067,3.94E-05,0.007997862,-0.004885005,0.803114057,0.216217116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078272,30.15003967,0.013362105,1.34811902,0.906726182,0.960054517,0.733855247,0.825522244,0.875277698,0.662762284,4.853508472,94.20723724,0.062474143,-5.070833206,127,28.72935104,0.566692948,9216,73.13999939,95.45428467,46,,,,,,,,,0.005548734,0.053175636,0.200000003,-2.396954536,0.640844345,3.93E-05,0.011437267,-0.004439679,0.801956236,0.257904977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087488,160.1968689,-0.726109326,1.521415353,0.514459789,0.746146977,0.634530544,0.803710043,0.838216066,0.658715248,4.851932049,89.23422241,0.055049777,-5.084039211,120,46.09247971,0.55181694,9216,75.20999908,88.8814621,46,8,3.066292524,0,3.143660069,14,9.021284103,6,2.926528692,0.006102604,0.048300058,0.200000003,-2.393676043,0.657032371,3.92E-05,0.020741863,-0.003679409,0.800259233,0.21298641,,,,1,9.485767365,1,10.15322495,-1,8.640752792,1,8.077896118,-1,9.09679985,1,8.303882599,-1,7.743430614,-1,8.517929077,-1,8.196821213,1,8.65027523,1,8.306711197,-1,8.549345016,0,0.976101935
1096704,27.67272758,-0.221829101,1.147262692,0.443130285,0.659264147,0.685061634,0.840183854,0.86788255,0.659145892,4.850674152,88.84526825,0.056778453,-5.022563934,122,39.29834366,0.556068599,9216,77,89.8095932,46,8,3.089562416,0,3.153515577,14,9.066068649,6,2.953756809,0.005310917,0.04309896,0.200000003,-2.388397217,0.406039596,3.91E-05,0.548757434,-0.003693836,0.798039258,0.714345038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099824,391.2614136,-0.151519775,1.286343455,0.551235914,0.826964378,0.640736222,,,,,,,,,,,,,,,,,,,,,,,0.005280598,0.043135129,0.200000003,-2.384646893,0.570405722,3.90E-05,0.416808397,-0.002147704,0.797030807,0.429833472,179,-61.50962067,-50.8300209,,,,,,,,,,,,,,,,,,,,,,,,,,
1105920,79.67735291,-0.385433525,1.160841823,0.524714053,0.75791502,0.636209011,0.762062788,0.818561494,0.64541924,4.851210594,96.63838196,0.058220856,-4.98458004,117,34.67725372,0.544579625,9216,79.94999695,96.38961792,46,8,3.1076653,0,3.169180632,14,9.105463982,6,2.984666348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115136,272.5563965,-0.23642914,1.58527565,0.54159826,0.756695628,0.561578155,0.8263641,0.844857574,0.655891657,4.853141785,88.30026245,0.054637019,-5.110664368,119,49.18592453,0.549783289,9216,78.93000031,89.24737549,46,,,,,,,,,0.005303293,0.044502314,0.200000003,-2.38110137,0.647301376,3.89E-05,0.423926264,-0.004457996,0.795109391,0.238715619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124352,131.3773956,-0.577277243,1.30177927,0.186569735,0.798484802,0.594080269,0.811899364,0.858147562,0.646465003,4.849740982,91.49929047,0.056445394,-5.084517479,118,34.16781998,0.547052264,9216,78.05999756,93.40724182,46,8,3.118250847,0,3.182207108,14,9.110573769,6,2.992091894,0.005001555,0.034599248,0.200000003,-2.377257824,0.597577572,3.88E-05,0.027284531,-0.003028906,0.794046402,0.51437521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133568,157.7710419,-0.172932968,1.42503655,1.14394021,0.765909612,0.583976209,0.828493357,0.852780461,0.656341493,4.851369858,91.45535278,0.058864597,-5.175868511,124,33.78318024,0.560941219,9216,76.19999695,91.9074707,46,8,3.143702984,0,3.19653368,14,9.181789398,6,3.023227692,0.006084177,0.049131945,0.200000003,-2.37485671,0.644088387,3.88E-05,0.555128634,-0.003840155,0.793144584,0.32528016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142784,212.8557739,-0.272209972,1.488651395,1.284092188,0.994237781,0.688650191,0.808127046,0.838015854,0.647990525,4.852680206,89.29199982,0.05394939,-5.087370872,117,41.01622391,0.545134723,9216,77.88999939,87.6302948,46,8,3.179544926,0,3.212055922,14,9.210859299,6,3.040522337,0.006574399,0.061762154,0.200000003,-2.37264061,0.676518321,3.87E-05,0.010706822,-0.00466569,0.792405188,0.281368077,,,,1,8.697247505,1,8.257566452,1,8.964959145,-1,10.01918888,-1,8.70200634,-1,9.325366974,-1,9.173668861,1,8.917939186,-1,8.574650764,1,8.674465179,1,8.892137527,-1,9.304616928,0,0.972096264
1149816,32.48444748,-0.103479423,1.337919235,0.201560393,0.662488401,0.619094074,,,,,,,,,,,,,,,,,,,,,,,0.006642947,0.056604456,0.200000003,-2.371796846,0.376539111,3.86E-05,0.114665702,-0.004048127,0.792389452,0.715431333,174.0833282,-32.82536697,-61.50962067,,,,,,,,,,,,,,,,,,,,,,,,,,
1152000,229.095459,-0.32651642,1.565776825,0.410438955,0.873597145,0.707211196,0.812871754,0.838988125,0.650271773,4.849796772,95.20245361,0.058951426,-5.120398521,119,28.98657036,0.548356831,9216,76.45999908,98.57436371,46,8,3.166886806,0,3.220547915,14,9.177695274,6,3.042435646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161216,470.6125488,-0.150276333,1.418640256,0.624502838,1.00273037,0.7050668,0.848945439,0.838956296,0.661083102,4.851180553,84.74552917,0.053622898,-4.987885475,122,52.81482315,0.556254804,9216,74.68000031,83.32113647,46,,,,,,,,,0.006040509,0.052025463,0.200000003,-2.37031579,0.7195099,3.85E-05,0.019386142,-0.003985339,0.791137397,0.192907065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170432,67.92815399,0.133708611,1.198750257,0.577925742,1.103647113,0.726490498,0.838389695,0.853241563,0.657427788,4.851741791,91.34692383,0.059547946,-4.940394878,125,40.18658829,0.562408745,9216,75.43000031,92.40354919,46,8,3.157501221,0,3.227310658,14,9.179758072,6,3.050720692,0.003946392,0.048668981,0.200000003,-2.36803627,0.367113352,3.84E-05,0.02142895,-0.003173033,0.790902853,0.832243562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179648,222.8347015,-0.499913633,1.535324812,1.775510788,0.810097158,0.670784593,0.866760671,0.858065128,0.658028245,4.849105835,91.30454254,0.057717513,-5.180936337,122,36.62408829,0.555460334,9216,74.05000305,90.53562927,46,8,3.175541401,0,3.231189251,14,9.22635746,6,3.068222046,0.00640131,0.057899304,0.200000003,-2.365391493,0.549076319,3.83E-05,0.019807423,-0.004873591,0.788728118,0.500150263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188864,183.445755,-0.060073152,1.343123078,0.39420709,0.833217502,0.754037261,0.783900917,0.841923833,0.659944773,4.84782505,90.79364777,0.056915451,-5.055404186,121,43.96881485,0.553829134,9216,75.72000122,92.24981689,46,8,3.163268566,0,3.231417894,14,9.226266861,6,3.070973396,0.005358798,0.05636574,0.200000003,-2.360495567,0.607288897,3.82E-05,0.591923773,-0.004812133,0.787130356,0.321332037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198080,246.4541321,-0.095838808,1.588449717,0.815263927,0.939903021,0.715900362,0.901180744,0.873117149,0.660609841,4.843091488,85.98714447,0.054745376,-5.037790775,123,43.36171722,0.558580935,9216,73.55999756,86.71539307,46,,,,,,,,,0.00601536,0.059736691,0.200000003,-2.357189655,0.414952815,3.81E-05,0.68204236,-0.004728953,0.786017895,0.690770149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199808,275.7376709,-0.5475595,1.199574828,1.469461441,0.934642911,0.562048256,,,,,,,,,,,,,,,,,,,,,,,0.00678358,0.053971354,0.200000003,-2.353211403,0.573269725,3.80E-05,0.035520151,-0.00458823,0.783953726,0.429012001,188.1666718,-60.14096451,-32.82536697,,,,,,,,,,,,,,,,,,,,,,,,,,
1207296,102.6661606,-0.210699916,1.487817407,1.108081698,0.661635339,0.586643696,0.793415785,0.851030409,0.655272186,4.844384193,90.94439697,0.056420922,-5.02521944,118,44.27237701,0.54639858,9216,78.87999725,92.54534149,46,8,3.174076796,0,3.240842819,14,9.274523735,6,3.090342522,,,,,,,,,,,,,,-1,8.032384872,1,9.588666916,-1,8.195207596,-1,8.930391312,-1,8.704257011,-1,9.646270752,1,8.393110275,1,9.125450134,1,9.144441605,1,9.57851696,1,9.331113815,1,8.946115494,0,0.973285794
1216512,211.847702,-0.565622807,1.323855162,1.124585032,0.825849175,0.701825678,0.844692707,0.843768358,0.659050822,4.840324879,90.08446503,0.055301044,-5.09184742,119,44.00200653,0.548704624,9216,76.83000183,88.50829315,46,8,3.186707735,0,3.246166945,14,9.304749489,6,3.096421242,0.006334358,0.062550634,0.200000003,-2.349842072,0.284612119,3.79E-05,0.015910968,-0.004104066,0.783661306,0.789868772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225728,393.475769,-0.600092351,1.457952738,0.38646096,0.56542021,0.617928326,0.866252184,0.863948405,0.664920986,4.846464157,92.98164368,0.059019584,-5.038599968,121,28.85912132,0.552615762,9216,76.01999664,92.98503876,46,8,3.151647329,0,3.246321201,14,9.274213791,6,3.092993975,0.006848149,0.071043111,0.200000003,-2.349751711,0.526981413,3.78E-05,1.420775056,-0.003573249,0.783823192,0.530468881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234944,237.7002411,0.024935059,1.412824392,0.878381371,0.979131699,0.639554918,0.852636874,0.833533525,0.654873669,4.84365654,87.43206024,0.055874255,-5.139662266,123,50.2893486,0.558209956,9216,75.12000275,85.8302536,46,,,,,,,,,0.00524271,0.050318286,0.200000003,-2.349905014,0.732412696,3.77E-05,0.057627063,-0.003476161,0.783461034,0.185831457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244160,157.1677704,-0.517400563,1.798052549,1.097689748,0.729767978,0.761353612,0.825800717,0.839224577,0.660465002,4.845392227,87.59152985,0.056171808,-5.207890511,124,54.25219345,0.56046772,9216,73.66999817,82.49641418,46,8,3.195581675,0,3.255717039,14,9.337722778,6,3.120326757,0.005854333,0.056727432,0.200000003,-2.347942829,0.415590286,3.77E-05,0.435424566,-0.003431161,0.782589436,0.629300833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249800,626.5554199,-0.126620993,1.384643912,0.878929257,0.735082388,0.639562428,,,,,,,,,,,,,,,8,3.187128544,0,3.249027491,14,9.323623657,6,3.129377842,0.006191472,0.061660878,0.200000003,-2.346743107,0.388464153,3.76E-05,1.03897965,-0.001631122,0.782512784,0.992807209,161.1666718,-19.82196236,-60.14096451,,,,,,,,,,,,,,,,,,,,,,,,,,
