step,episode/action_changes,episode/actions_mean,episode/actions_std,episode_perf/constraint_index,episode_perf/energy_index,episode_perf/time_index,eval/episode_perf/constraint_index,eval/episode_perf/energy_index,eval/episode_perf/time_index,eval/max_reward_step_by_step,eval/mean_episode_reward,eval/mean_reward_step_by_step,eval/min_reward_step_by_step,eval/num_episodes_completed,eval/std_episode_reward,eval/std_reward_step_by_step,eval/total_reward_steps,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss,episode/real_actions_Th_max,episode/real_actions_Th_mean,episode/real_actions_Th_min,episode/real_actions_Th_std,episode/real_actions_dt_max,episode/real_actions_dt_mean,episode/real_actions_dt_min,episode/real_actions_dt_std,eval/mean_ep_length,eval/mean_reward,eval/mean_reward_parent_check
884736,474.82598876953125,-0.155869260430336,1.408424735069275,0.6268448829650879,1.4011770486831665,0.4312191903591156,0.6077128052711487,1.280109167098999,0.41894686222076416,0.5937854647636414,-573.0001831054688,-0.017441662028431892,-0.1883750557899475,42.0,176.03439331054688,0.04463931545615196,8192.0,-1.6874568462371826,-0.0043009864166378975,-0.007560068275779486,0.019288131967186928,,,,,,,,,,,
892928,451.0013427734375,-0.16698047518730164,1.3104909658432007,0.3853718340396881,1.259426474571228,0.38218918442726135,0.5501778721809387,1.2798206806182861,0.4379318952560425,0.5916681289672852,-553.5974731445312,-0.01656082645058632,-0.2564534842967987,39.0,290.2515869140625,0.04354223608970642,8192.0,-1.6805344820022583,-0.03131435811519623,-0.01766304299235344,0.022283367812633514,,,,,,,,,,,
900000,34.95040512084961,-0.8162132501602173,0.8776862621307373,0.8009452819824219,1.7147868871688843,0.6037800312042236,,,,,,,,,,,,-1.6717345714569092,-0.025380270555615425,-0.019555984064936638,0.02021939679980278,30.0,13.218147277832031,4.0,10.820075988769531,4.0,2.342017412185669,0.5999999046325684,1.096421718597412,244.625,-529.1939697265625,-575.672607421875
901120,1187.2469482421875,0.06763552874326706,1.3431941270828247,0.2733149230480194,1.0111751556396484,0.375573068857193,0.5702467560768127,1.279981017112732,0.42359980940818787,0.5869829654693604,-563.5407104492188,-0.016542866826057434,-0.2187521606683731,41.0,216.36973571777344,0.04416335001587868,8192.0,,,,,,,,,,,,,,,
909312,656.63330078125,-0.18917955458164215,1.2324492931365967,0.8127479553222656,1.2835206985473633,0.5530394911766052,0.6767868399620056,1.3180088996887207,0.5045306086540222,0.592822253704071,-626.4302368164062,-0.01763535663485527,-0.1826859712600708,40.0,232.6873016357422,0.04429801180958748,8192.0,-1.6681097745895386,0.019499346613883972,-0.00109898392111063,0.03002041205763817,,,,,,,,,,,
917504,1119.538330078125,-0.20653484761714935,1.267605185508728,0.46454721689224243,1.0654115676879883,0.3362250030040741,0.5448883175849915,1.2661346197128296,0.4005288779735565,0.593707263469696,-548.7125854492188,-0.016526874154806137,-0.14801236987113953,42.0,198.86622619628906,0.04496905580163002,8192.0,-1.6667860746383667,-0.0016641253605484962,-0.001007509883493185,0.02299376390874386,,,,,,,,,,,
925696,371.943359375,-0.5080338716506958,1.0701955556869507,0.825103223323822,1.233681321144104,0.495561420917511,0.5529022216796875,1.2021541595458984,0.4325997233390808,0.5955603122711182,-513.4243774414062,-0.01596381887793541,-0.142074853181839,44.0,186.3278045654297,0.04625920578837395,8192.0,-1.6596683263778687,-0.030102547258138657,-0.019696127623319626,0.02369697578251362,,,,,,,,,,,
933888,254.29566955566406,-0.4868173897266388,1.039150595664978,0.8416487574577332,1.3574804067611694,0.5517155528068542,0.6480948328971863,1.2823845148086548,0.45830804109573364,0.5924484729766846,-599.4357299804688,-0.017740948125720024,-0.3103606104850769,38.0,209.75584411621094,0.04317648708820343,8192.0,-1.651993989944458,0.0010306341573596,-0.009745263494551182,0.016430558636784554,30.0,13.142900466918945,4.0,10.923851013183594,4.0,2.3348910808563232,0.5999999046325684,1.1008262634277344,,,
942080,2133.71044921875,-0.326870322227478,1.3084492683410645,0.3398401141166687,1.0332485437393188,0.28394466638565063,0.5610605478286743,1.2048977613449097,0.4158225655555725,0.5945115685462952,-513.87060546875,-0.01710929349064827,-0.47314348816871643,46.0,174.6665496826172,0.0475773848593235,8192.0,-1.6459981203079224,-0.03465668112039566,-0.014265460893511772,0.02232014760375023,,,,,,,,,,,
950000,706.6571044921875,-0.5380103588104248,1.1211549043655396,0.5531330108642578,1.448148250579834,0.5429181456565857,,,,,,,,,,,,-1.6402488946914673,-0.014640282839536667,-0.010705869644880295,0.027429619804024696,,,,,,,,,265.8125,-556.301513671875,-529.1939697265625
950272,407.0834045410156,-0.3959003686904907,1.2051949501037598,0.3297436535358429,1.1194465160369873,0.43194764852523804,0.5441209077835083,1.2369780540466309,0.446408212184906,0.5986418128013611,-521.5831298828125,-0.015886232256889343,-0.1310504972934723,44.0,183.8941650390625,0.04634285718202591,8192.0,,,,,,,,,,,,,,,
958464,253.1773681640625,-0.5152020454406738,1.2002921104431152,1.4811313152313232,1.7189165353775024,0.718767523765564,0.6179338693618774,1.2855651378631592,0.4664817452430725,0.5944952964782715,-576.8306274414062,-0.017656445503234863,-0.1718730479478836,43.0,253.12803649902344,0.045601826161146164,8192.0,-1.6352529525756836,-0.03305361047387123,-0.022321540862321854,0.01857186108827591,,,,,,,,,,,
966656,135.251220703125,-0.3453027009963989,1.285226583480835,0.9523966312408447,1.290071964263916,0.3764056861400604,0.5732131600379944,1.2405476570129395,0.4504844844341278,0.5962616205215454,-539.538818359375,-0.016592789441347122,-0.5077351927757263,40.0,146.0960235595703,0.04450907185673714,8192.0,-1.6285829544067383,-0.030692340806126595,-0.018303129822015762,0.024325856938958168,30.0,13.130338668823242,4.0,10.959686279296875,4.0,2.312157392501831,0.5999999046325684,1.1192926168441772,,,
974848,93.79499053955078,0.35732004046440125,1.3681707382202148,0.6019468307495117,1.2314375638961792,0.5265582203865051,0.602556049823761,1.2174878120422363,0.42754724621772766,0.596981942653656,-543.2711181640625,-0.017049279063940048,-0.16053113341331482,41.0,218.49935913085938,0.04530726373195648,8192.0,-1.6250088214874268,-0.0010881759226322174,2.6829167836694978e-05,0.02158930152654648,,,,,,,,,,,
983040,854.9075927734375,-0.413648784160614,1.2223272323608398,0.318918377161026,1.2090563774108887,0.33702197670936584,0.5638582706451416,1.2487088441848755,0.44701722264289856,0.597379744052887,-516.036376953125,-0.017703913152217865,-0.17318719625473022,48.0,167.929443359375,0.048828452825546265,8192.0,-1.6225779056549072,-0.03788245469331741,-0.020220421254634857,0.023868784308433533,,,,,,,,,,,
991232,443.80316162109375,-0.27275094389915466,1.236594796180725,0.8533053398132324,1.2931396961212158,0.5408033728599548,0.6072545647621155,1.240193486213684,0.4383894205093384,0.595487117767334,-532.5422973632812,-0.017118405550718307,-0.14470741152763367,43.0,175.37290954589844,0.04566511884331703,8192.0,-1.615539789199829,-0.014479480683803558,-0.02040817216038704,0.025021536275744438,,,,,,,,,,,
999424,90.2818603515625,-0.2955321967601776,1.3772979974746704,0.5845265984535217,1.2161216735839844,0.44518372416496277,0.538472592830658,1.1763921976089478,0.4149632453918457,0.6009396910667419,-490.1573181152344,-0.016271715983748436,-0.1449940949678421,47.0,166.71713256835938,0.04786800965666771,8192.0,-1.603362798690796,-0.03721485659480095,-0.02631957083940506,0.024774886667728424,30.0,13.180402755737305,4.0,11.044139862060547,4.0,2.292628526687622,0.5999999046325684,1.1259173154830933,,,
1000000,31.097198486328125,-0.018244363367557526,1.1394544839859009,0.15870898962020874,1.0384132862091064,0.36702072620391846,,,,,,,,,,,,-1.5947781801223755,-0.006561225280165672,-0.008399001322686672,0.0219656340777874,,,,,,,,,189.125,-515.5728759765625,-556.301513671875
1007616,208.66354370117188,-0.24835316836833954,1.2184597253799438,0.2481522262096405,1.1332178115844727,0.2689290940761566,0.5360226631164551,1.273465633392334,0.4440504312515259,0.5987607836723328,-527.3540649414062,-0.017024710774421692,-0.1583741009235382,45.0,228.46942138671875,0.046970125287771225,8192.0,,,,,,,,,,,,,,,
1015808,87.40992736816406,-0.021262019872665405,1.2817989587783813,0.5894867777824402,1.301458477973938,0.5099213719367981,0.6234083771705627,1.2419339418411255,0.4372400641441345,0.6004723310470581,-539.8706665039062,-0.018187234178185463,-0.20665456354618073,46.0,189.64163208007812,0.04828578978776932,8192.0,-1.5935698747634888,0.010401831939816475,-0.00169701362028718,0.02470575086772442,,,,,,,,,,,
1024000,1007.0494995117188,-0.2206002175807953,1.4444360733032227,0.4705756902694702,1.1538763046264648,0.29167383909225464,0.633409857749939,1.2358877658843994,0.42486390471458435,0.6011599898338318,-522.8740844726562,-0.01843368634581566,-0.14518822729587555,48.0,172.69281005859375,0.04887285828590393,8192.0,-1.5934429168701172,0.019488107413053513,-0.002748894738033414,0.03385159373283386,30.0,13.343006134033203,4.0,11.147133827209473,4.0,2.2812743186950684,0.5999999046325684,1.1311105489730835,,,
1032192,120.48487091064453,-0.5392823815345764,1.2569935321807861,0.9334546327590942,1.3223333358764648,0.5891880989074707,0.6008102297782898,1.25881826877594,0.4381123185157776,0.6020867824554443,-523.5390014648438,-0.019087666645646095,-0.16561950743198395,49.0,180.9963836669922,0.05017224699258804,8192.0,-1.5905104875564575,-0.02884080447256565,-0.01963619515299797,0.03106355480849743,,,,,,,,,,,
1040384,295.4554443359375,-0.09634605795145035,1.345913052558899,1.0442233085632324,1.3634151220321655,0.45799317955970764,0.6938826441764832,1.246558666229248,0.417032927274704,0.601690411567688,-558.6275024414062,-0.01934376358985901,-0.1765478551387787,45.0,214.32427978515625,0.047750093042850494,8192.0,-1.5818958282470703,-0.02034979686141014,-0.024079278111457825,0.03378278762102127,,,,,,,,,,,
1048576,427.3756103515625,-0.3532821536064148,1.3870928287506104,1.5418380498886108,1.4631811380386353,0.7853608727455139,0.6000149846076965,1.2324990034103394,0.46423372626304626,0.6017636656761169,-522.2017211914062,-0.017856329679489136,-0.1890571415424347,48.0,212.2966766357422,0.049161214381456375,8192.0,-1.5731842517852783,-0.02173415943980217,-0.018568728119134903,0.025312529876828194,,,,,,,,,,,
1050000,1025.6119384765625,-0.27227112650871277,1.3469983339309692,1.2233967781066895,1.206984043121338,0.2981508672237396,,,,,,,,,,,,-1.5702300071716309,0.01352745946496725,0.00030461084679700434,0.033848244696855545,,,,,,,,,194.9375,-517.662841796875,-515.5728759765625
1056768,229.724365234375,-0.7271161079406738,1.0662388801574707,0.26249393820762634,0.9731295704841614,0.2567293047904968,0.6004042029380798,1.2163246870040894,0.43144890666007996,0.603319525718689,-510.47296142578125,-0.017629066482186317,-0.15845763683319092,46.0,164.1513671875,0.04800513759255409,8192.0,,,,,30.0,13.69061279296875,4.0,11.224248886108398,4.0,2.3081581592559814,0.5999999046325684,1.1340631246566772,,,
1064960,442.0443115234375,0.6163827776908875,1.2526291608810425,1.1115230321884155,1.4632790088653564,0.7791985273361206,0.6513963341712952,1.2507127523422241,0.45810920000076294,0.6005144715309143,-547.7929077148438,-0.019554348662495613,-0.16137945652008057,42.0,211.84274291992188,0.046221666038036346,8192.0,-1.568666696548462,-0.016123104840517044,-0.011747905984520912,0.030208511278033257,,,,,,,,,,,
1073152,926.71044921875,-0.4149491488933563,1.3073052167892456,0.1910657286643982,1.2077118158340454,0.443112850189209,0.669926643371582,1.2647005319595337,0.4454653263092041,0.602893054485321,-569.0361938476562,-0.018296407535672188,-0.14380256831645966,48.0,180.79568481445312,0.04927712306380272,8192.0,-1.5618988275527954,-0.02504071779549122,-0.019860871136188507,0.02572275884449482,,,,,,,,,,,
1081344,1694.5478515625,-0.17953038215637207,1.3973100185394287,0.7977027297019958,1.2991600036621094,0.662147581577301,0.5817355513572693,1.2553157806396484,0.4607672691345215,0.6016130447387695,-537.5181884765625,-0.017718350514769554,-0.13801726698875427,42.0,175.7532958984375,0.04576370492577553,8192.0,-1.5533581972122192,0.022818323224782944,0.004768999759107828,0.028947878628969193,,,,,,,,,,,
1089536,211.50279235839844,-0.3726794123649597,1.3489434719085693,0.5625261068344116,1.498270869255066,0.2817304730415344,0.6903061270713806,1.3066314458847046,0.47298815846443176,0.6043114066123962,-595.4085083007812,-0.01870267651975155,-0.16164545714855194,45.0,203.94180297851562,0.047547731548547745,8192.0,-1.5459868907928467,-0.028885284438729286,-0.025246579200029373,0.02258899249136448,30.0,13.793351173400879,4.0,11.285099983215332,4.0,2.2712485790252686,0.5999999046325684,1.1467961072921753,,,
1097728,189.0861053466797,-0.3590518534183502,1.2679636478424072,1.2689642906188965,1.613314151763916,0.547904372215271,0.6004424095153809,1.2844613790512085,0.4837383031845093,0.6021738648414612,-560.5845947265625,-0.016852475702762604,-0.12339019030332565,42.0,210.6498260498047,0.04556504637002945,8192.0,-1.5379961729049683,-0.025317298248410225,-0.021517761051654816,0.018842024728655815,,,,,,,,,,,
1100000,120.6072769165039,-0.7402811050415039,0.9919989109039307,1.258884310722351,1.560051679611206,0.6274228692054749,,,,,,,,,,,,-1.5331792831420898,-0.017638197168707848,-0.01392530370503664,0.015178217552602291,,,,,,,,,222.0,-620.4848022460938,-517.662841796875
1105920,1348.1534423828125,-0.43704649806022644,1.332590103149414,0.9419370889663696,1.4178438186645508,0.561655580997467,0.61601722240448,1.2383613586425781,0.4484706521034241,0.6029961109161377,-534.107421875,-0.01876126602292061,-0.19746443629264832,41.0,187.88262939453125,0.04616371914744377,8192.0,,,,,,,,,,,,,,,
1114112,361.292236328125,-0.4932171404361725,1.2215065956115723,0.9733478426933289,1.1477689743041992,0.2841666340827942,0.645368218421936,1.2987278699874878,0.47688549757003784,0.6023670434951782,-577.63134765625,-0.017345329746603966,-0.7939150929450989,48.0,235.50372314453125,0.04941624775528908,8192.0,-1.531253457069397,-0.015849566087126732,-0.013591235503554344,0.02099180407822132,,,,,,,,,,,
1122304,237.73048400878906,-0.4706948697566986,1.447247862815857,0.6317445635795593,1.3297802209854126,0.3495689332485199,0.5324323177337646,1.2051942348480225,0.43824225664138794,0.6050001382827759,-486.65435791015625,-0.01677641086280346,-0.1528380662202835,43.0,151.5218048095703,0.04611547291278839,8192.0,-1.5312082767486572,-0.0318857878446579,-0.023422928526997566,0.026860663667321205,30.0,14.195792198181152,4.0,11.434011459350586,4.0,2.3167645931243896,0.5999999046325684,1.1403087377548218,,,
1130496,215.341552734375,-0.7218033075332642,1.2730307579040527,0.7170510292053223,1.336749792098999,0.5738362073898315,0.642798125743866,1.2903426885604858,0.45600321888923645,0.6055715084075928,-562.5438842773438,-0.018242381513118744,-0.14678815007209778,47.0,204.64659118652344,0.04882124438881874,8192.0,-1.5282821655273438,-0.014429546892642975,-0.014710325747728348,0.017603371292352676,,,,,,,,,,,
1138688,1220.68603515625,0.23855262994766235,1.3938562870025635,0.49941933155059814,1.3616598844528198,0.5170876383781433,0.6219316720962524,1.2190316915512085,0.45914164185523987,0.6055765748023987,-532.6948852539062,-0.01716366410255432,-0.17573228478431702,39.0,149.75180053710938,0.044288184493780136,8192.0,-1.5235390663146973,-0.02388787269592285,-0.026903459802269936,0.02226061001420021,,,,,,,,,,,
1146880,44.89118957519531,-0.019516050815582275,1.2417585849761963,1.007447600364685,1.295322299003601,0.5276100635528564,0.5876379013061523,1.2415943145751953,0.45707255601882935,0.6046687364578247,-535.494140625,-0.016502903774380684,-0.13446559011936188,43.0,182.3052978515625,0.04636021703481674,8192.0,-1.5139352083206177,-0.02977142482995987,-0.022867828607559204,0.01918650045990944,,,,,,,,,,,
1150000,295.6485595703125,-0.19974888861179352,1.5009127855300903,0.4893350601196289,1.0275826454162598,0.31498515605926514,,,,,,,,,,,,-1.5024447441101074,-0.03497586399316788,-0.030116958543658257,0.023196261376142502,,,,,,,,,226.75,-551.3551025390625,-620.4848022460938
1155072,303.57440185546875,-0.2111044079065323,1.3693701028823853,0.7338029742240906,1.3240712881088257,0.5503869652748108,0.6108393669128418,1.1931400299072266,0.43481186032295227,0.6068116426467896,-519.057373046875,-0.01717323809862137,-0.12614937126636505,43.0,159.2662353515625,0.04623240604996681,8192.0,,,,,30.0,14.28880786895752,4.0,11.459949493408203,4.0,2.345203399658203,0.5999999046325684,1.1408588886260986,,,
1163264,439.0184631347656,-0.3428805470466614,1.3214374780654907,0.40420371294021606,1.082079529762268,0.28895917534828186,0.5548840761184692,1.2580679655075073,0.4783983826637268,0.6075187921524048,-538.3956298828125,-0.016645027324557304,-0.12913399934768677,39.0,194.798095703125,0.044209085404872894,8192.0,-1.4910757541656494,-0.023773085325956345,-0.02067258022725582,0.017742857336997986,,,,,,,,,,,
1171456,618.2030029296875,-0.17926795780658722,1.4004744291305542,0.3701145052909851,1.3610081672668457,0.5065458416938782,0.6154288053512573,1.2806652784347534,0.4669024348258972,0.607587993144989,-550.4218139648438,-0.016643622890114784,-0.13332223892211914,47.0,207.751953125,0.048824138939380646,8192.0,-1.4851505756378174,-0.017318088561296463,-0.010038414038717747,0.02221507579088211,,,,,,,,,,,
1179648,110.47572326660156,-0.41289111971855164,1.2146598100662231,0.3790907859802246,1.1954748630523682,0.45825597643852234,0.5306044220924377,1.2269072532653809,0.435916930437088,0.6064461469650269,-501.4473876953125,-0.017860697582364082,-0.1768532395362854,44.0,161.75665283203125,0.04753229394555092,8192.0,-1.4835474491119385,-0.013211533427238464,-0.013704071752727032,0.02221832610666752,,,,,,,,,,,
1187840,367.48651123046875,-0.3745392858982086,1.3055769205093384,0.26650163531303406,1.292458176612854,0.3534157872200012,0.6963281035423279,1.3713411092758179,0.48171311616897583,0.6063263416290283,-635.8433837890625,-0.018442338332533836,-0.19694216549396515,39.0,303.8703308105469,0.045020297169685364,8192.0,-1.4799350500106812,-0.0103632602840662,-0.016338758170604706,0.028042010962963104,30.0,14.183016777038574,4.0,11.485527038574219,4.0,2.328443765640259,0.5999999046325684,1.150665044784546,,,
1196032,51.94792175292969,-0.5207715630531311,1.4705088138580322,0.9289010167121887,1.7566452026367188,0.5632954239845276,0.6124597191810608,1.240587830543518,0.44259658455848694,0.6103407144546509,-538.4861450195312,-0.016348522156476974,-0.16868728399276733,44.0,185.1758270263672,0.047288600355386734,8192.0,-1.4767335653305054,-0.0005457215011119843,-0.009845972992479801,0.02246970869600773,,,,,,,,,,,
1200000,153.07276916503906,-0.8064354658126831,1.3345937728881836,0.15113385021686554,1.0785173177719116,0.30148038268089294,,,,,,,,,,,,-1.4734079837799072,-0.016176268458366394,-0.01785801537334919,0.023668300360441208,,,,,,,,,247.5,-533.3827514648438,-551.3551025390625
1204224,737.3425903320312,-0.6790581345558167,1.1927942037582397,0.5100138783454895,1.0411649942398071,0.4311489164829254,0.5959317684173584,1.2623109817504883,0.46554306149482727,0.6109042167663574,-553.7957153320312,-0.016431434080004692,-0.30947938561439514,37.0,217.39390563964844,0.04361714422702789,8192.0,,,,,,,,,,,,,,,
1212416,1050.854248046875,-0.6646206974983215,1.2608031034469604,0.1958819031715393,1.0018610954284668,0.24833083152770996,0.48826849460601807,1.181240439414978,0.43615397810935974,0.6055318713188171,-490.18994140625,-0.015500889159739017,-0.14177189767360687,39.0,201.6111297607422,0.044150467962026596,8192.0,-1.4649016857147217,-0.0496089830994606,-0.031229618936777115,0.02477765455842018,,,,,,,,,,,
1220608,283.076171875,-0.3405609726905823,1.3411706686019897,0.19795362651348114,1.1103862524032593,0.3993121385574341,0.5516377091407776,1.2469717264175415,0.46564581990242004,0.610165536403656,-543.5159912109375,-0.016398927196860313,-3.396456241607666,42.0,228.44033813476562,0.05891814082860947,8192.0,-1.4542688131332397,-0.032513078302145004,-0.029556864872574806,0.020925061777234077,30.0,14.221418380737305,4.0,11.526152610778809,4.0,2.330070972442627,0.5999999046325684,1.151079535484314,,,
1228800,44.509681701660156,-1.0149762630462646,1.1343414783477783,0.23193207383155823,1.2578620910644531,0.3630913197994232,0.6042954921722412,1.2845710515975952,0.4581025242805481,0.6097122430801392,-572.175048828125,-0.01675393059849739,-0.18830080330371857,37.0,195.4084930419922,0.04385371506214142,8192.0,-1.4455761909484863,-0.038561347872018814,-0.020018482580780983,0.05182034522294998,,,,,,,,,,,
1236992,1055.899169921875,-0.22075340151786804,1.5309877395629883,0.7036831378936768,1.3377383947372437,0.45463377237319946,0.5653077960014343,1.2540181875228882,0.4611351788043976,0.6070834398269653,-536.8250732421875,-0.016723576933145523,-0.1836792528629303,41.0,201.8485107421875,0.04576447606086731,8192.0,-1.4408215284347534,-0.030543485656380653,-0.018507052212953568,0.023668907582759857,,,,,,,,,,,
1245184,39.64140319824219,-0.5749024152755737,1.202309489250183,0.41235965490341187,1.1665270328521729,0.46984609961509705,0.6341270804405212,1.2797589302062988,0.45786550641059875,0.6117154359817505,-569.1134033203125,-0.017144417390227318,-0.17890238761901855,41.0,283.54498291015625,0.04603532701730728,8192.0,-1.4375003576278687,-0.019397154450416565,-0.023072872310876846,0.027063721790909767,,,,,,,,,,,
1250000,202.78282165527344,-0.7264819145202637,1.384521245956421,0.9281152486801147,1.4664578437805176,0.46679577231407166,,,,,,,,,,,,-1.4335697889328003,-0.024407120421528816,-0.0151967229321599,0.023566339164972305,30.0,14.116161346435547,4.0,11.518519401550293,4.0,2.35929799079895,0.5999999046325684,1.1548889875411987,244.625,-607.450927734375,-533.3827514648438
1253376,621.4833374023438,-0.7495806217193604,1.1634942293167114,0.3162432610988617,1.1411610841751099,0.4340999126434326,0.6209487915039062,1.233865737915039,0.44713330268859863,0.6092219352722168,-556.7308959960938,-0.01615690439939499,-0.1694861799478531,40.0,214.11834716796875,0.04541551694273949,8192.0,,,,,,,,,,,,,,,
1261568,617.4451904296875,-0.37004581093788147,1.4277125597000122,0.4524550437927246,0.9915944337844849,0.4990507662296295,0.6945827603340149,1.3635990619659424,0.4780418276786804,0.6113596558570862,-635.839599609375,-0.01821240410208702,-0.14385665953159332,38.0,298.67291259765625,0.0447678379714489,8192.0,-1.4306612014770508,0.01205841451883316,-0.0006963237538002431,0.026793725788593292,,,,,,,,,,,
1269760,442.35186767578125,-0.24403142929077148,1.434865951538086,0.24249960482120514,1.2251548767089844,0.5015184879302979,0.5481740832328796,1.2274017333984375,0.47908151149749756,0.6112232208251953,-540.6173706054688,-0.016504032537341118,-3.3119680881500244,38.0,189.0067596435547,0.056883301585912704,8192.0,-1.4286928176879883,-0.012407219037413597,-0.009178521111607552,0.03225676342844963,,,,,,,,,,,
1277952,538.9049072265625,-0.5523898601531982,1.4025380611419678,0.42589107155799866,1.2648428678512573,0.2751797139644623,0.6182016730308533,1.330662488937378,0.45806461572647095,0.6130187511444092,-598.4003295898438,-0.01694593019783497,-0.20124270021915436,40.0,262.00262451171875,0.045698605477809906,8192.0,-1.4261910915374756,-0.02577994018793106,-0.021725622937083244,0.04909298196434975,,,,,,,,,,,
1286144,463.110595703125,-0.48101139068603516,1.2762092351913452,0.30895522236824036,1.063523530960083,0.43842288851737976,0.6875728368759155,1.302111268043518,0.46734029054641724,0.6127637028694153,-606.1477661132812,-0.017865125089883804,-0.1446639895439148,40.0,224.78939819335938,0.045899827033281326,8192.0,-1.4207733869552612,-0.04438931122422218,-0.025707989931106567,0.023014161735773087,30.0,13.462398529052734,4.0,11.34900188446045,4.0,2.2983133792877197,0.5999999046325684,1.1593315601348877,,,
1294336,865.7596435546875,-0.7846304178237915,1.1768790483474731,0.6309277415275574,1.4032706022262573,0.5287157893180847,0.5621697902679443,1.219669222831726,0.4221862554550171,0.609315037727356,-516.6511840820312,-0.015869153663516045,-0.19819921255111694,40.0,192.6127471923828,0.045185841619968414,8192.0,-1.4147124290466309,-0.025992102921009064,-0.01654323749244213,0.02246665582060814,,,,,,,,,,,
1300000,1795.9036865234375,-0.4772690534591675,1.4547362327575684,1.1009633541107178,1.2557038068771362,0.40529751777648926,,,,,,,,,,,,-1.4104485511779785,-0.03449205681681633,-0.027961326763033867,0.02040867693722248,,,,,,,,,215.4375,-488.2447204589844,-607.450927734375
1302528,238.2065887451172,-0.417659193277359,1.3559038639068604,0.3618030250072479,1.4746853113174438,0.3414962589740753,0.6430549621582031,1.2959480285644531,0.4841920733451843,0.6089485287666321,-608.9029541015625,-0.017145786434412003,-0.16683828830718994,37.0,255.3660125732422,0.043742693960666656,8192.0,,,,,,,,,,,,,,,
1310720,318.0502014160156,-0.5163169503211975,1.1990402936935425,0.5248219966888428,1.0180422067642212,0.40818116068840027,0.6759519577026367,1.282110571861267,0.46577394008636475,0.6108295321464539,-595.2530517578125,-0.017517583444714546,-0.3900105953216553,37.0,151.92074584960938,0.04432070627808571,8192.0,-1.4038127660751343,-0.0348457433283329,-0.03058352693915367,0.02393427863717079,,,,,,,,,,,
1318912,266.147216796875,-0.7262033820152283,1.1236355304718018,0.8987114429473877,1.4364476203918457,0.48164865374565125,0.5990920662879944,1.285685658454895,0.44610166549682617,0.6131044030189514,-570.3268432617188,-0.01600266806781292,-0.12525463104248047,42.0,248.2007293701172,0.04652542620897293,8192.0,-1.3985161781311035,-0.0352482907474041,-0.02631237357854843,0.023494618013501167,30.0,13.049005508422852,4.0,11.26175308227539,4.0,2.2780020236968994,0.5999999046325684,1.1578482389450073,,,
1327104,477.509521484375,-0.33263635635375977,1.3575955629348755,0.42904698848724365,1.0054486989974976,0.2884889841079712,0.5614165663719177,1.2034450769424438,0.4471110999584198,0.6119459867477417,-524.9761962890625,-0.015236559323966503,-0.19379161298274994,38.0,193.8439178466797,0.043931957334280014,8192.0,-1.3982794284820557,0.008147773332893848,-0.004271279089152813,0.026257622987031937,,,,,,,,,,,
1335296,169.13662719726562,-0.32861965894699097,1.659159541130066,0.8063290119171143,1.35337495803833,0.35540398955345154,0.5550645589828491,1.2319457530975342,0.43953248858451843,0.6139569878578186,-530.2880249023438,-0.016957378014922142,-0.17595089972019196,36.0,198.28646850585938,0.043540243059396744,8192.0,-1.3967888355255127,-0.044946275651454926,-0.030116679146885872,0.02045355550944805,,,,,,,,,,,
1343488,178.11590576171875,-0.4160388708114624,1.233665108680725,1.080728530883789,1.350306510925293,0.5091476440429688,0.5845902562141418,1.2549080848693848,0.4736063480377197,0.6155077815055847,-554.5809326171875,-0.01607513055205345,-0.1720724105834961,44.0,229.80575561523438,0.04748854041099548,8192.0,-1.3924576044082642,-0.013021400198340416,-0.01662631519138813,0.024534141644835472,,,,,,,,,,,
1350000,231.73556518554688,-0.20828966796398163,1.3619052171707153,0.8137126564979553,1.357283592224121,0.4062674939632416,,,,,,,,,,,,-1.388836145401001,-0.031275466084480286,-0.02836482599377632,0.0288600604981184,30.0,12.354005813598633,4.0,11.039400100708008,4.0,2.241060972213745,0.5999999046325684,1.1674740314483643,215.125,-548.08349609375,-488.2447204589844
1351680,127.61463165283203,-1.056222677230835,1.1098281145095825,0.5167017579078674,1.2276105880737305,0.2560344934463501,0.6740413308143616,1.2560510635375977,0.47233983874320984,0.6128947734832764,-577.620361328125,-0.018589843064546585,-0.18463924527168274,42.0,193.2379150390625,0.04731076583266258,8192.0,,,,,,,,,,,,,,,
1359872,571.9432373046875,-0.4150075912475586,1.4272749423980713,0.7352035045623779,1.140058159828186,0.4567813277244568,0.6650153994560242,1.3171385526657104,0.4694173038005829,0.6168774962425232,-612.7835083007812,-0.01647338457405567,-0.20254220068454742,35.0,272.1746826171875,0.042781613767147064,8192.0,-1.3829337358474731,-0.04150387644767761,-0.028584226965904236,0.02860845997929573,,,,,,,,,,,
1368064,1207.3028564453125,-0.521095335483551,1.3610647916793823,0.6871738433837891,1.2655094861984253,0.5299847722053528,0.5812811851501465,1.2524772882461548,0.4340299963951111,0.6160908937454224,-546.4793090820312,-0.016417214646935463,-0.1746877282857895,41.0,195.2191162109375,0.04625339061021805,8192.0,-1.3779832124710083,-0.032986145466566086,-0.027470692992210388,0.02486495114862919,,,,,,,,,,,
