step,episode/action_changes,episode/actions_mean,episode/actions_std,episode_perf/constraint_index,episode_perf/energy_index,episode_perf/time_index,eval/episode_perf/constraint_index,eval/episode_perf/energy_index,eval/episode_perf/time_index,eval/max_reward_step_by_step,eval/mean_episode_reward,eval/mean_reward_step_by_step,eval/min_reward_step_by_step,eval/num_episodes_completed,eval/std_episode_reward,eval/std_reward_step_by_step,eval/total_reward_steps,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss,episode/real_actions_Th_max,episode/real_actions_Th_mean,episode/real_actions_Th_min,episode/real_actions_Th_std,episode/real_actions_dt_max,episode/real_actions_dt_mean,episode/real_actions_dt_min,episode/real_actions_dt_std,eval/mean_ep_length,eval/mean_reward,eval/mean_reward_parent_check
393216,131.43357849121094,-0.13544687628746033,0.9107506275177002,1.028493046760559,1.292018175125122,0.3767891228199005,0.6550262570381165,1.282442331314087,0.4333174228668213,0.5550960302352905,-567.2086791992188,-0.021087897941470146,-0.21938058733940125,58.0,180.80377197265625,0.05062372237443924,8192.0,-2.0700631141662598,0.014498628675937653,-0.0028048695530742407,0.04291363060474396,,,,,,,,,,,
400000,57.0416145324707,0.44941446185112,0.8733915686607361,0.573782742023468,0.9503805637359619,0.42511847615242004,,,,,,,,,,,,-2.0666487216949463,-0.005667710676789284,-0.015321871265769005,0.03432494401931763,,,,,,,,,149.3125,-555.8339233398438,-712.919189453125
401408,25.537460327148438,0.12558186054229736,0.8933456540107727,0.44541284441947937,1.1950353384017944,0.46472713351249695,0.6571758389472961,1.2684680223464966,0.42868101596832275,0.5552613139152527,-561.3688354492188,-0.021379925310611725,-0.1793806552886963,53.0,179.62156677246094,0.04827670753002167,8192.0,,,,,,,,,,,,,,,
409600,153.1439208984375,-0.07028395682573318,0.9365898966789246,0.20183028280735016,1.0758415460586548,0.42373692989349365,0.6562251448631287,1.2592064142227173,0.4272916316986084,0.5568386316299438,-562.7952270507812,-0.021078191697597504,-0.6461009979248047,54.0,221.7358856201172,0.04956105351448059,8192.0,-2.0585336685180664,-0.027813982218503952,-0.01665969379246235,0.025576965883374214,,,,,,,,,,,
417792,60.404083251953125,-0.008275330066680908,0.933734655380249,1.1817286014556885,1.679215908050537,0.47867926955223083,0.6985152959823608,1.2848254442214966,0.4220180809497833,0.5583138465881348,-588.272216796875,-0.02120540849864483,-0.22368891537189484,53.0,224.91778564453125,0.048915304243564606,8192.0,-2.048152446746826,0.01029992289841175,-0.0017924272688105702,0.033647775650024414,30.0,16.590002059936523,4.0,10.191222190856934,4.0,2.505392551422119,0.5999999046325684,1.0716112852096558,,,
425984,106.07020568847656,0.029090413823723793,0.9810206890106201,0.11701203137636185,1.0817382335662842,0.35965031385421753,0.673870861530304,1.2876390218734741,0.41665786504745483,0.5571312308311462,-570.514404296875,-0.02101701684296131,-0.30997350811958313,55.0,216.00633239746094,0.04962994530797005,8192.0,-2.0350630283355713,-0.01635039411485195,-0.01287109311670065,0.031890660524368286,,,,,,,,,,,
434176,1015.6221313476562,0.24690768122673035,0.9642346501350403,0.577475368976593,1.3245710134506226,0.4496917426586151,0.6280088424682617,1.3043068647384644,0.4294053912162781,0.5606856942176819,-566.5753784179688,-0.021563969552516937,-0.2175493687391281,53.0,232.34219360351562,0.04879142343997955,8192.0,-2.0208306312561035,-0.006830011494457722,-0.000961369660217315,0.034417524933815,,,,,,,,,,,
442368,101.04613494873047,-0.0918346643447876,0.996748149394989,0.9152765870094299,1.3153027296066284,0.42092493176460266,0.6928678750991821,1.29752779006958,0.40932533144950867,0.5578798651695251,-583.45751953125,-0.02105332724750042,-0.348302960395813,55.0,210.64759826660156,0.049588434398174286,8192.0,-2.0129306316375732,-0.005775419995188713,-0.006317903287708759,0.0318126305937767,,,,,,,,,,,
450000,284.525146484375,0.07910004258155823,1.11238694190979,0.226930171251297,1.1366689205169678,0.3133701682090759,,,,,,,,,,,,-2.0109965801239014,-0.018183298408985138,-0.009504775516688824,0.02684641443192959,30.0,16.941204071044922,4.0,10.2711181640625,4.0,2.5490188598632812,0.5999999046325684,1.0420942306518555,141.25,-531.5455932617188,-555.8339233398438
450560,470.8463134765625,0.3402833342552185,1.0598101615905762,1.484757900238037,2.0138933658599854,0.5350310206413269,0.6758706569671631,1.2840499877929688,0.4043627083301544,0.5571054220199585,-564.9886474609375,-0.021746443584561348,-0.4505363404750824,52.0,203.8668670654297,0.048030514270067215,8192.0,,,,,,,,,,,,,,,
458752,292.84332275390625,0.1330980509519577,1.003224492073059,0.7364769577980042,1.1359139680862427,0.4987192153930664,0.7207930684089661,1.2877329587936401,0.4165988862514496,0.5579025149345398,-590.2652587890625,-0.020984109491109848,-0.29310864210128784,56.0,189.38587951660156,0.05009645223617554,8192.0,-2.0113306045532227,0.004329206421971321,-0.0006192333530634642,0.032230623066425323,,,,,,,,,,,
466944,208.97915649414062,0.417262464761734,1.0315979719161987,0.8711053729057312,1.3245031833648682,0.3802226781845093,0.7518317699432373,1.2590653896331787,0.3852340579032898,0.56024169921875,-571.629150390625,-0.022969860583543777,-0.30484437942504883,54.0,192.5028839111328,0.050137583166360855,8192.0,-1.9997528791427612,-0.016777928918600082,-0.01903502829372883,0.027899010106921196,,,,,,,,,,,
475136,161.71376037597656,0.12865479290485382,0.9585413932800293,1.1990419626235962,1.137219786643982,0.4711135923862457,0.6264534592628479,1.2856253385543823,0.39544081687927246,0.5624656081199646,-553.9517211914062,-0.020661018788814545,-0.794230043888092,57.0,195.91354370117188,0.050982631742954254,8192.0,-1.9784058332443237,-0.005305059254169464,-0.009657512418925762,0.02983604371547699,,,,,,,,,,,
483328,427.1995849609375,0.1266382932662964,1.0269006490707397,0.7286538481712341,1.2357473373413086,0.4652877748012543,0.7242254018783569,1.261832356452942,0.3830021917819977,0.5645695328712463,-572.3704833984375,-0.02268577553331852,-0.8238047957420349,54.0,202.7757110595703,0.05100063234567642,8192.0,-1.9682115316390991,-0.0010398607701063156,-0.008161007426679134,0.034599028527736664,30.0,17.323375701904297,4.0,10.406295776367188,4.0,2.5776000022888184,0.5999999046325684,1.0358726978302002,,,
491520,140.66799926757812,-0.06992857903242111,0.9885974526405334,0.5841770768165588,1.530712366104126,0.34169575572013855,0.7628830075263977,1.2822511196136475,0.37719497084617615,0.5594089031219482,-603.1436157226562,-0.021506862714886665,-0.5376421213150024,56.0,231.89471435546875,0.0507672093808651,8192.0,-1.9637377262115479,-0.008860539644956589,-0.00948046613484621,0.04122092202305794,,,,,,,,,,,
499712,116.82489776611328,0.2162153571844101,1.058659553527832,0.12514953315258026,1.163558006286621,0.32918769121170044,0.7431075572967529,1.2491073608398438,0.365813285112381,0.5632246136665344,-577.4127807617188,-0.022524762898683548,-0.34708371758461,55.0,227.13819885253906,0.05001107603311539,8192.0,-1.9545207023620605,-0.009281346574425697,-0.009514115750789642,0.033873628824949265,,,,,,,,,,,
500000,152.55055236816406,0.16991408169269562,1.1460154056549072,0.8674981594085693,1.4985913038253784,0.3415299654006958,,,,,,,,,,,,-1.9484366178512573,-0.025217019021511078,-0.021089766174554825,0.03273735195398331,,,,,,,,,138.9375,-601.6596069335938,-531.5455932617188
507904,756.9473876953125,-0.13418370485305786,1.0412044525146484,0.952857255935669,1.1425681114196777,0.39610737562179565,0.667178213596344,1.245013952255249,0.39300811290740967,0.5638735890388489,-550.4857788085938,-0.02034713700413704,-0.7942795157432556,55.0,176.5657958984375,0.05036468058824539,8192.0,,,,,,,,,,,,,,,
516096,32.650760650634766,0.2621261477470398,0.8904532194137573,0.8519390225410461,1.2937291860580444,0.3342251777648926,0.780742347240448,1.2174582481384277,0.3853221535682678,0.5641675591468811,-540.8233032226562,-0.02189837582409382,-2.9888124465942383,56.0,180.65708923339844,0.06027135252952576,8192.0,-1.9420089721679688,-0.0018005268648266792,-0.004811703693121672,0.028394216671586037,30.0,17.553367614746094,4.0,10.529541969299316,4.0,2.5955286026000977,0.5999999046325684,1.03533935546875,,,
524288,97.5327377319336,-0.18340659141540527,0.8012004494667053,0.5581745505332947,1.1364551782608032,0.3964070975780487,0.7506536245346069,1.256148099899292,0.38815590739250183,0.5641364455223083,-599.2210083007812,-0.021183621138334274,-0.8030330538749695,53.0,246.81077575683594,0.04990248382091522,8192.0,-1.9381309747695923,-0.013848725706338882,-0.01729537732899189,0.03034691885113716,,,,,,,,,,,
532480,179.4768829345703,-0.07106301933526993,1.0048236846923828,0.09999378770589828,1.2699652910232544,0.45303332805633545,0.7706380486488342,1.2844126224517822,0.38593587279319763,0.5643078684806824,-620.1157836914062,-0.02224690280854702,-0.19628940522670746,50.0,267.9899597167969,0.04836408421397209,8192.0,-1.9319353103637695,-0.013152999803423882,-0.00860106572508812,0.026007484644651413,,,,,,,,,,,
540672,357.13330078125,0.20865529775619507,1.1072232723236084,1.1021913290023804,1.3217337131500244,0.34303173422813416,0.7850594520568848,1.269583821296692,0.37069937586784363,0.5621663331985474,-598.5999755859375,-0.022321254014968872,-0.16015321016311646,54.0,185.73167419433594,0.04990340396761894,8192.0,-1.9326337575912476,-0.0027687428519129753,-0.007578478194773197,0.03245637193322182,,,,,,,,,,,
548864,292.47955322265625,-0.08058185875415802,1.090537190437317,0.4262843728065491,1.1198558807373047,0.3334450423717499,0.7090577483177185,1.2418060302734375,0.39671191573143005,0.5661147832870483,-580.3910522460938,-0.021252291277050972,-2.990953207015991,56.0,219.2752227783203,0.06009341776371002,8192.0,-1.9283744096755981,-0.007828041911125183,-0.009662323631346226,0.03354044258594513,30.0,17.761695861816406,4.0,10.561582565307617,4.0,2.6251602172851562,0.5999999046325684,1.0303165912628174,,,
550000,161.82421875,0.14730462431907654,0.9668939709663391,0.26548144221305847,0.8761704564094543,0.30048805475234985,,,,,,,,,,,,-1.9246201515197754,-0.004523118957877159,-0.005728012416511774,0.0598062165081501,,,,,,,,,199.8125,-614.62548828125,-601.6596069335938
557056,372.9539489746094,0.12334177643060684,0.9373707175254822,1.0160324573516846,1.3342533111572266,0.49765604734420776,0.6802992820739746,1.2895854711532593,0.38002651929855347,0.5666433572769165,-586.4517822265625,-0.021034086123108864,-0.18982400000095367,47.0,216.86419677734375,0.046473078429698944,8192.0,,,,,,,,,,,,,,,
565248,591.0208740234375,-0.24348533153533936,0.9683079123497009,0.10437562316656113,1.1292773485183716,0.3291403651237488,0.62715744972229,1.2678165435791016,0.3764182925224304,0.5670618414878845,-557.1256103515625,-0.018153227865695953,-0.18467040359973907,50.0,188.32608032226562,0.04733722284436226,8192.0,-1.920461893081665,-0.00021122116595506668,-0.01050958689302206,0.034327227622270584,,,,,,,,,,,
573440,72.51788330078125,-0.37901097536087036,0.9459611773490906,0.8200738430023193,1.0939176082611084,0.3921394944190979,0.7309015989303589,1.2724732160568237,0.39037615060806274,0.5663393139839172,-588.5953979492188,-0.021378224715590477,-0.1682148575782776,52.0,207.7461395263672,0.04878312721848488,8192.0,-1.9105596542358398,-0.00996484886854887,-0.007974965497851372,0.0273453276604414,,,,,,,,,,,
581632,62.51951599121094,0.2997996509075165,0.8604514002799988,0.4508231282234192,1.0754843950271606,0.29355359077453613,0.6940404772758484,1.3075439929962158,0.40735217928886414,0.5677823424339294,-614.5303344726562,-0.02026541158556938,-0.20525406301021576,45.0,246.6147918701172,0.045702867209911346,8192.0,-1.898471474647522,-0.03416772186756134,-0.02469806559383869,0.02876480668783188,30.0,17.029462814331055,4.0,10.634568214416504,4.0,2.6115429401397705,0.5999999046325684,1.035233497619629,,,
589824,32.181915283203125,0.002720177173614502,0.8875751495361328,0.4260333776473999,1.1312333345413208,0.35629767179489136,0.7127939462661743,1.3117692470550537,0.4180498719215393,0.5693315863609314,-607.39599609375,-0.021536046639084816,-0.1675214320421219,51.0,192.64707946777344,0.048560529947280884,8192.0,-1.886264681816101,-0.0013189055025577545,-0.008265757001936436,0.03935560584068298,,,,,,,,,,,
598016,843.650634765625,0.11557706445455551,1.0351797342300415,0.44934648275375366,1.1301162242889404,0.3918023109436035,0.663722574710846,1.2589455842971802,0.39882758259773254,0.5667153000831604,-567.0341796875,-0.019395556300878525,-0.29621732234954834,49.0,214.27366638183594,0.04720836132764816,8192.0,-1.87666916847229,-0.018717287108302116,-0.01801273413002491,0.039865247905254364,,,,,,,,,,,
600000,426.95892333984375,0.1360255628824234,1.0087288618087769,1.2653249502182007,1.4958181381225586,0.4726829528808594,,,,,,,,,,,,-1.8660341501235962,0.007908597588539124,-0.0039684223011136055,0.028627991676330566,,,,,,,,,212.5,-602.595458984375,-614.62548828125
606208,46.84809494018555,-0.2720339894294739,1.1650936603546143,0.8677618503570557,1.5999815464019775,0.3646780550479889,0.6942372918128967,1.2677971124649048,0.38591691851615906,0.5679048299789429,-569.880859375,-0.020215686410665512,-0.3670806288719177,52.0,167.86643981933594,0.04887625202536583,8192.0,,,,,,,,,,,,,,,
614400,314.30242919921875,-0.1465725153684616,1.0228242874145508,0.8794016242027283,1.3040744066238403,0.46727117896080017,0.675920844078064,1.2910685539245605,0.4058445692062378,0.5686380863189697,-585.4063110351562,-0.01905149221420288,-0.13321569561958313,47.0,210.25360107421875,0.046215396374464035,8192.0,-1.8601371049880981,0.003876305650919676,-0.006186260376125574,0.02773457020521164,30.0,16.929006576538086,4.0,10.635805130004883,4.0,2.61944842338562,0.5999999046325684,1.0326138734817505,,,
622592,1589.25244140625,-0.1834075152873993,0.9834145307540894,0.7254044413566589,1.613012433052063,0.31595471501350403,0.5991889238357544,1.2851226329803467,0.4191386103630066,0.5701871514320374,-563.7276000976562,-0.01827302947640419,-0.3853224217891693,44.0,184.98300170898438,0.04478127881884575,8192.0,-1.8560227155685425,-0.025012142956256866,-0.017308369278907776,0.0332835353910923,,,,,,,,,,,
630784,73.76176452636719,-0.1940939575433731,1.1157587766647339,0.8172786235809326,1.2257277965545654,0.48144346475601196,0.6015437245368958,1.2595328092575073,0.3896886110305786,0.5713282823562622,-546.3068237304688,-0.01762877032160759,-0.17636626958847046,50.0,217.53335571289062,0.04744800552725792,8192.0,-1.8532918691635132,0.005653891712427139,0.0005283727659843862,0.033233970403671265,,,,,,,,,,,
638976,298.1361083984375,-0.11016051471233368,1.1407148838043213,0.1438421756029129,0.9991708993911743,0.315060555934906,0.6263120174407959,1.2799841165542603,0.39921268820762634,0.5701457262039185,-549.9326782226562,-0.019520528614521027,-0.7923793196678162,50.0,205.76809692382812,0.04891673102974892,8192.0,-1.84794282913208,-0.019033130258321762,-0.016635550186038017,0.025897573679685593,,,,,,,,,,,
647168,130.47508239746094,-0.014165908098220825,1.0192433595657349,0.6066045165061951,1.348114013671875,0.49550575017929077,0.6564425230026245,1.283913493156433,0.4267520606517792,0.5684812664985657,-572.2481689453125,-0.019289808347821236,-0.23322677612304688,46.0,190.479248046875,0.04594971984624863,8192.0,-1.8421021699905396,-0.0009185001254081726,-0.003968879580497742,0.028405718505382538,30.0,16.112281799316406,4.0,10.631760597229004,4.0,2.5654680728912354,0.5999999046325684,1.0361723899841309,,,
650000,1525.664794921875,-0.27156317234039307,1.0766680240631104,0.8815088272094727,1.4826775789260864,0.5340054035186768,,,,,,,,,,,,-1.8390426635742188,-0.00856880284845829,-0.002294443314895034,0.02627379074692726,,,,,,,,,203.5625,-526.6812133789062,-602.595458984375
655360,876.4818115234375,0.3434760272502899,1.1676796674728394,0.5560917854309082,1.0378707647323608,0.5250789523124695,0.7029467225074768,1.3440663814544678,0.45955970883369446,0.5707750916481018,-626.4411010742188,-0.018350962549448013,-0.12974770367145538,43.0,193.28573608398438,0.04430309683084488,8192.0,,,,,,,,,,,,,,,
663552,446.93170166015625,-0.16891975700855255,1.107256531715393,0.3160150945186615,1.2244422435760498,0.3829481899738312,0.49998417496681213,1.2235002517700195,0.43054163455963135,0.5721705555915833,-485.1329345703125,-0.017574263736605644,-0.8172075748443604,53.0,172.74244689941406,0.049694448709487915,8192.0,-1.8357669115066528,0.0930575430393219,0.004937930963933468,0.027001211419701576,,,,,,,,,,,
671744,401.2476806640625,0.3784317076206207,1.0698133707046509,0.7882324457168579,1.2955509424209595,0.5717440843582153,0.5363563895225525,1.2516593933105469,0.42445072531700134,0.5724636316299438,-514.061767578125,-0.017909053713083267,-0.19509010016918182,46.0,154.74191284179688,0.04583645984530449,8192.0,-1.834975242614746,-0.013669198378920555,-0.011427103541791439,0.025444673374295235,,,,,,,,,,,
679936,1015.885498046875,-0.16918322443962097,1.166081428527832,0.778947114944458,1.2075525522232056,0.5176057815551758,0.6453917622566223,1.2932981252670288,0.44924473762512207,0.5741727352142334,-580.423583984375,-0.018639011308550835,-0.15567375719547272,46.0,174.66268920898438,0.045971136540174484,8192.0,-1.832618236541748,-0.018696565181016922,-0.007602211553603411,0.02241852693259716,30.0,15.486651420593262,4.0,10.622152328491211,4.0,2.51159930229187,0.5999999046325684,1.0525414943695068,,,
688128,159.42645263671875,-0.010147450491786003,1.023232102394104,0.42182600498199463,1.0760504007339478,0.40081286430358887,0.5954328179359436,1.2842998504638672,0.44424715638160706,0.5737310647964478,-542.4788818359375,-0.018285343423485756,-0.14640851318836212,48.0,180.25201416015625,0.04705163463950157,8192.0,-1.8301265239715576,0.008502740412950516,-0.002118441741913557,0.02591508999466896,,,,,,,,,,,
696320,116.43560028076172,0.2900256812572479,1.2420719861984253,0.7400281429290771,1.0967671871185303,0.40970298647880554,0.6913810968399048,1.327039122581482,0.4494034945964813,0.5729096531867981,-607.90380859375,-0.019317874684929848,-0.1613926887512207,45.0,153.94285583496094,0.04606650397181511,8192.0,-1.8267052173614502,-0.00911202747374773,-0.009650511667132378,0.023660151287913322,,,,,,,,,,,
700000,306.7693176269531,-0.23637117445468903,1.2460508346557617,0.666411280632019,1.2979316711425781,0.5328188538551331,,,,,,,,,,,,-1.8187717199325562,-0.006308099254965782,-0.01181887462735176,0.03034975565969944,,,,,,,,,234.625,-482.97088623046875,-526.6812133789062
704512,605.2176513671875,-0.3817794919013977,0.9923656582832336,0.8993228673934937,1.4254897832870483,0.4531230330467224,0.636143147945404,1.3365854024887085,0.45580828189849854,0.5771874785423279,-599.5868530273438,-0.01764121651649475,-0.2139281928539276,45.0,211.2870330810547,0.045893702656030655,8192.0,,,,,30.0,14.922389030456543,4.0,10.65088939666748,4.0,2.459979295730591,0.5999999046325684,1.0675079822540283,,,
712704,123.52603149414062,0.33017969131469727,1.2642154693603516,0.6614773869514465,1.2322336435317993,0.45877784490585327,0.6137366890907288,1.3023236989974976,0.43265658617019653,0.5787084698677063,-560.9846801757812,-0.018140869215130806,-0.1485464870929718,40.0,152.5095977783203,0.04323339834809303,8192.0,-1.8045084476470947,-0.024504130706191063,-0.016429563984274864,0.01904933713376522,,,,,,,,,,,
720896,968.9036865234375,-0.4128347635269165,1.149977207183838,0.7848923802375793,1.2849464416503906,0.4062071442604065,0.5454460978507996,1.248077630996704,0.45183065533638,0.5751168131828308,-536.1074829101562,-0.01696825586259365,-0.8493003249168396,45.0,181.92845153808594,0.04648870229721069,8192.0,-1.7949342727661133,-0.031118039041757584,-0.016554202884435654,0.02087206207215786,,,,,,,,,,,
729088,401.1788024902344,-0.0754762664437294,1.1820749044418335,0.7218337059020996,1.3162143230438232,0.39938443899154663,0.6660075783729553,1.3382763862609863,0.43153929710388184,0.5781372785568237,-601.3594360351562,-0.017919495701789856,-0.16914266347885132,43.0,206.04052734375,0.04483623057603836,8192.0,-1.7858532667160034,-0.0070032998919487,-0.01131498720496893,0.02417563647031784,,,,,,,,,,,
737280,591.5479736328125,-0.3690764307975769,1.1702684164047241,0.6414202451705933,1.0617175102233887,0.3904043734073639,0.624777615070343,1.2621269226074219,0.4230327606201172,0.5773802995681763,-563.6126098632812,-0.01748485490679741,-0.2273138016462326,46.0,153.8865203857422,0.046186283230781555,8192.0,-1.777901291847229,-0.02039484679698944,-0.013054859824478626,0.02555115334689617,30.0,14.712976455688477,4.0,10.757506370544434,4.0,2.385690212249756,0.5999999046325684,1.086605191230774,,,
745472,38.83113098144531,0.006045103073120117,1.3122540712356567,0.27889639139175415,0.9326438307762146,0.3205861449241638,0.5260227918624878,1.235791802406311,0.41429296135902405,0.5829620957374573,-518.3167114257812,-0.016149038448929787,-0.17023181915283203,41.0,188.04530334472656,0.04381954297423363,8192.0,-1.7720060348510742,-0.021813873201608658,-0.014758814126253128,0.02351047284901142,,,,,,,,,,,
750000,227.64891052246094,-0.5305081009864807,1.0798102617263794,0.26290303468704224,1.363997459411621,0.36539426445961,,,,,,,,,,,,-1.7631773948669434,-0.035842955112457275,-0.014333544299006462,0.022889140993356705,,,,,,,,,297.0,-644.8364868164062,-482.97088623046875
753664,515.3718872070312,-0.07609351724386215,1.2711617946624756,0.2949398458003998,1.5666046142578125,0.4295178949832916,0.5675129294395447,1.3268723487854004,0.4175232946872711,0.57811039686203,-574.472900390625,-0.016785042360424995,-0.14865835011005402,40.0,237.82920837402344,0.04311155527830124,8192.0,,,,,,,,,,,,,,,
761856,406.901123046875,-0.47289952635765076,1.0985777378082275,0.651282787322998,1.409548282623291,0.5955718755722046,0.6006087064743042,1.295108437538147,0.44820672273635864,0.5808665752410889,-567.4303588867188,-0.017235832288861275,-0.37680336833000183,45.0,193.90708923339844,0.04590378329157829,8192.0,-1.7567883729934692,-0.009814431890845299,-0.01287646684795618,0.028935933485627174,,,,,,,,,,,
770048,162.08853149414062,-0.017870381474494934,1.1463669538497925,0.5450888276100159,1.2678018808364868,0.5888898968696594,0.6746222972869873,1.3622546195983887,0.44039347767829895,0.5797027945518494,-614.8690795898438,-0.017858438193798065,-0.17123004794120789,40.0,190.5977325439453,0.04360507056117058,8192.0,-1.7538907527923584,-0.004158814437687397,-0.009320872835814953,0.026936257258057594,30.0,14.073981285095215,4.0,10.708521842956543,4.0,2.349177837371826,0.5999999046325684,1.0908812284469604,,,
778240,441.8908996582031,-0.4760597050189972,1.0470545291900635,0.7581763863563538,1.364342212677002,0.43886011838912964,0.5161475539207458,1.258689045906067,0.41541996598243713,0.5827868580818176,-511.6614990234375,-0.01617373712360859,-0.4224521517753601,46.0,178.17605590820312,0.04638763889670372,8192.0,-1.7549538612365723,-0.032841358333826065,-0.01726585440337658,0.022912317886948586,,,,,,,,,,,
786432,381.98052978515625,0.1309516727924347,1.1832691431045532,0.9939896464347839,1.4687979221343994,0.4977254867553711,0.5507721900939941,1.2541600465774536,0.4274625778198242,0.583348274230957,-530.3167114257812,-0.017488811165094376,-0.15157188475131989,41.0,154.7261505126953,0.04397266358137131,8192.0,-1.7559480667114258,-0.02632053941488266,-0.01905500330030918,0.02643226459622383,,,,,,,,,,,
794624,42.17470932006836,-0.4174853563308716,1.2197651863098145,1.1796847581863403,1.6333521604537964,0.7051673531532288,0.6231648325920105,1.2852505445480347,0.4377044141292572,0.5864757895469666,-567.18017578125,-0.01725861057639122,-0.1767851561307907,47.0,194.28309631347656,0.04685701057314873,8192.0,-1.749643325805664,-0.006788913160562515,-0.009118839167058468,0.019245987758040428,,,,,,,,,,,
800000,913.7738647460938,0.025593111291527748,1.245605230331421,0.5104169249534607,0.9844499826431274,0.3070089817047119,,,,,,,,,,,,-1.7452162504196167,-0.01779405027627945,-0.012034354731440544,0.021037612110376358,,,,,,,,,250.3125,-576.3797607421875,-644.8364868164062
802816,132.98121643066406,-0.22444526851177216,1.1905784606933594,0.29077276587486267,1.160243034362793,0.3371385931968689,0.5862113237380981,1.2702038288116455,0.3984673321247101,0.5861338376998901,-538.6571044921875,-0.016511941328644753,-0.13242781162261963,44.0,135.23220825195312,0.045253936201334,8192.0,,,,,30.0,13.876218795776367,4.0,10.765510559082031,4.0,2.314847946166992,0.5999999046325684,1.1016054153442383,,,
811008,181.78660583496094,-0.2459941804409027,1.0695228576660156,0.5926929116249084,1.2902424335479736,0.471684068441391,0.5127100944519043,1.2581301927566528,0.41210976243019104,0.5847355723381042,-507.45843505859375,-0.01742943935096264,-0.13116604089736938,45.0,156.03102111816406,0.04602235555648804,8192.0,-1.7419309616088867,-0.004714883863925934,-0.006512535270303488,0.018601471558213234,,,,,,,,,,,
819200,30.41231918334961,-0.3716892600059509,0.888067901134491,0.8593031764030457,1.1667207479476929,0.5428751111030579,0.5994881987571716,1.3264286518096924,0.42432355880737305,0.587327241897583,-579.7705078125,-0.016814827919006348,-0.15845786035060883,38.0,163.20138549804688,0.042885564267635345,8192.0,-1.7385733127593994,-0.0023452527821063995,-0.006969217676669359,0.027033645659685135,,,,,,,,,,,
827392,145.5948028564453,-0.19706152379512787,1.1022731065750122,0.24006325006484985,1.148837924003601,0.43943867087364197,0.5740401744842529,1.2901655435562134,0.4218064844608307,0.5885347127914429,-552.8447875976562,-0.01674266904592514,-0.18537674844264984,43.0,169.22767639160156,0.04533802717924118,8192.0,-1.7340645790100098,-0.020743509754538536,-0.011230265721678734,0.02064085751771927,,,,,,,,,,,
835584,733.5076293945312,-0.4054597318172455,1.1435493230819702,0.40553486347198486,0.9823173880577087,0.4031822383403778,0.6080700755119324,1.3474860191345215,0.4366965889930725,0.5873510837554932,-618.1445922851562,-0.016965163871645927,-0.14172247052192688,40.0,309.4242248535156,0.04366780444979668,8192.0,-1.7284576892852783,-0.023188557475805283,-0.01683061011135578,0.02255157381296158,30.0,13.625391960144043,4.0,10.782647132873535,4.0,2.3218977451324463,0.5999999046325684,1.100443720817566,,,
843776,251.3465576171875,-0.04865652322769165,1.2524182796478271,0.8804479837417603,1.5182509422302246,0.5946060419082642,0.5913066864013672,1.2855684757232666,0.43034982681274414,0.5855969786643982,-563.2785034179688,-0.01686996780335903,-0.13342170417308807,40.0,216.02023315429688,0.043555691838264465,8192.0,-1.7213306427001953,-0.03773535415530205,-0.019199742004275322,0.017855655401945114,,,,,,,,,,,
850000,121.8227310180664,-0.2063567042350769,1.1624255180358887,0.10363862663507462,1.2982529401779175,0.3821263015270233,,,,,,,,,,,,-1.713249683380127,-0.019622186198830605,-0.021902859210968018,0.023671798408031464,,,,,,,,,242.3125,-575.672607421875,-576.3797607421875
851968,117.74124908447266,-0.12173616886138916,1.2337217330932617,0.5555532574653625,1.140010118484497,0.4197109043598175,0.5907526612281799,1.2485038042068481,0.4254189431667328,0.5895631909370422,-543.5634765625,-0.01676047220826149,-0.18708071112632751,43.0,153.6558837890625,0.045302215963602066,8192.0,,,,,,,,,,,,,,,
860160,1306.79931640625,0.008666777983307838,1.2421643733978271,0.20880301296710968,1.0868921279907227,0.25967180728912354,0.5248401761054993,1.2480685710906982,0.3792029321193695,0.5912885665893555,-506.6358642578125,-0.016803724691271782,-0.18301013112068176,43.0,197.47549438476562,0.04533621668815613,8192.0,-1.7068341970443726,-0.014731223694980145,-0.014481022953987122,0.02216014452278614,,,,,,,,,,,
868352,692.5822143554688,-0.005625341087579727,1.2431347370147705,0.6187907457351685,1.3165863752365112,0.43281444907188416,0.6050253510475159,1.3095204830169678,0.4121108055114746,0.5915353298187256,-581.97412109375,-0.016656426712870598,-0.22014401853084564,40.0,190.1016082763672,0.044106241315603256,8192.0,-1.7000328302383423,-0.020579848438501358,-0.01936323195695877,0.02373836375772953,30.0,13.530407905578613,4.0,10.814604759216309,4.0,2.3394522666931152,0.5999999046325684,1.0985493659973145,,,
876544,489.39837646484375,-0.16521096229553223,1.3865917921066284,0.20473028719425201,1.0886467695236206,0.3689819872379303,0.597317099571228,1.322716236114502,0.41825124621391296,0.5936475992202759,-573.9779052734375,-0.01727842539548874,-0.21829332411289215,42.0,233.36813354492188,0.045034296810626984,8192.0,-1.6920711994171143,-0.007773803547024727,-0.014313806779682636,0.025677669793367386,,,,,,,,,,,
