step,episode/action_changes,episode/actions_mean,episode/actions_std,episode_perf/constraint_index,episode_perf/energy_index,episode_perf/time_index,eval/episode_perf/constraint_index,eval/episode_perf/energy_index,eval/episode_perf/time_index,eval/max_reward_step_by_step,eval/mean_episode_reward,eval/mean_reward_step_by_step,eval/min_reward_step_by_step,eval/num_episodes_completed,eval/std_episode_reward,eval/std_reward_step_by_step,eval/total_reward_steps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/value_loss,episode/real_actions_Th_max,episode/real_actions_Th_mean,episode/real_actions_Th_min,episode/real_actions_Th_std,episode/real_actions_dt_max,episode/real_actions_dt_mean,episode/real_actions_dt_min,episode/real_actions_dt_std,eval/mean_ep_length,eval/mean_reward,eval/mean_reward_parent_check,actions/dim_0_autocorrelation,actions/dim_0_dynamic_range,actions/dim_10_autocorrelation,actions/dim_10_dynamic_range,actions/dim_11_autocorrelation,actions/dim_11_dynamic_range,actions/dim_12_autocorrelation,actions/dim_12_dynamic_range,actions/dim_13_autocorrelation,actions/dim_13_dynamic_range,actions/dim_14_autocorrelation,actions/dim_14_dynamic_range,actions/dim_15_autocorrelation,actions/dim_15_dynamic_range,actions/dim_1_autocorrelation,actions/dim_1_dynamic_range,actions/dim_2_autocorrelation,actions/dim_2_dynamic_range,actions/dim_3_autocorrelation,actions/dim_3_dynamic_range,actions/dim_4_autocorrelation,actions/dim_4_dynamic_range,actions/dim_5_autocorrelation,actions/dim_5_dynamic_range,actions/dim_6_autocorrelation,actions/dim_6_dynamic_range,actions/dim_7_autocorrelation,actions/dim_7_dynamic_range,actions/dim_8_autocorrelation,actions/dim_8_dynamic_range,actions/dim_9_autocorrelation,actions/dim_9_dynamic_range,actions/entropy,actions/stability
250000,55.18092346191406,-0.0383996851742267,0.8141791820526123,1.335395097732544,1.95809543132782,0.7742724418640137,,,,,,,,,,,,,,,0.025795355439186,0.1801215261220932,0.2000000029802322,-2.2465624809265137,0.929950475692749,0.0007693395018577,-0.0127047412097454,-0.0079223681241273,0.744658350944519,0.0547767728567123,,,,,,,,,172.875,-519.4611808131418,-497.2459106445313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253952,166.8557891845703,0.224088504910469,0.9529865384101868,0.4482569098472595,1.0584251880645752,0.4060864746570587,0.7312787771224976,1.3935983180999756,0.5107035040855408,0.5426385402679443,-666.993408203125,-0.0225445367395877,-0.1788886785507202,49.0,310.8164978027344,0.0456422716379165,8192.0,152.94000244140625,-594.3478184730238,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262144,85.09705352783203,0.2047172784805297,0.8051375150680542,0.4737597703933716,1.0228471755981443,0.5087869763374329,0.7100430130958557,1.360880732536316,0.5073797702789307,0.5431460738182068,-639.6273803710938,-0.0220938380807638,-0.1603348702192306,51.0,208.0267028808593,0.0469319149851799,8192.0,160.22999572753906,-610.3714507447924,42.0,0.0239162147045135,0.1563964784145355,0.2000000029802322,-2.2300174236297607,0.9499306678771972,0.0007621708791702,-0.0062467735260725,-0.0040978761389851,0.7391155362129211,0.0393892005085945,30.0,17.03504180908203,4.0,9.327967643737791,4.0,2.643481731414795,0.5999999046325684,1.0925911664962769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270336,830.905517578125,0.23372882604599,1.0354814529418943,0.7314710021018982,1.3522799015045166,0.6090481281280518,0.7089104652404785,1.3130812644958496,0.4977495968341827,0.5470501184463501,-614.907470703125,-0.0217502042651176,-0.5238748788833618,52.0,186.0570678710937,0.0477104112505912,8192.0,158.30999755859375,-595.8552862624811,42.0,0.0324247889220714,0.1747265607118606,0.2000000029802322,-2.214148759841919,0.961267590522766,0.0007550358423031,-0.0020187180489301,-0.0075677977874875,0.7337945699691772,0.0337762758135795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278528,330.8108215332031,0.0286111943423748,0.9677547216415404,0.4476922750473022,1.2932260036468506,0.5465287566184998,0.7098793387413025,1.3909212350845337,0.4928779602050781,0.5470723509788513,-640.8379516601562,-0.0217922274023294,-0.1598979085683822,53.0,191.7725524902344,0.0479777939617633,8192.0,156.8300018310547,-586.5512916558387,43.0,0.0335657261312007,0.1589843779802322,0.2000000029802322,-2.2042112350463867,0.9613919854164124,0.0007479343912564,0.0068527632392942,0.0027185035869479,0.7319194674491882,0.0318800956010818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286720,177.3050537109375,-0.139920562505722,0.9656174778938292,1.3345451354980469,1.7179869413375854,0.5941684246063232,0.7291224002838135,1.3175827264785769,0.475859671831131,0.5469006299972534,-616.1858520507812,-0.0222203861922025,-0.1559672206640243,54.0,196.8272247314453,0.0481716245412826,8192.0,157.8800048828125,-606.5843606952807,43.0,0.01826180703938,0.1432942748069763,0.2000000029802322,-2.196741342544556,0.9545345306396484,0.0007408664678223,0.0071397442370653,-0.0011047259904444,0.7287079095840454,0.0351228564977645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294912,538.6275634765625,-0.1716792434453964,0.9531372785568236,0.6507347822189331,1.2904019355773926,0.5048568248748779,0.7790379524230957,1.3970187902450562,0.456046849489212,0.5489533543586731,-668.4989013671875,-0.0219667423516511,-0.1714523881673813,49.0,267.5014038085937,0.0460902415215969,8192.0,157.1999969482422,-592.6003286682796,43.0,0.0241856072098016,0.0982421860098838,0.2000000029802322,-2.1892709732055664,0.9523597359657288,0.0007338320720009,0.0378210768103599,0.0043895207345485,0.7267812490463257,0.0357523337006568,30.0,16.75503158569336,4.0,9.489706993103027,4.0,2.5968680381774902,0.5999999046325684,1.1047691106796265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300000,627.1136474609375,-0.1080384477972984,0.9907806515693665,1.0222259759902954,1.794649600982666,0.5839810371398926,,,,,,,,,,,,,,,0.0234679970890283,0.1527622789144516,0.2000000029802322,-2.1824615001678467,0.9486424922943116,0.0007268312619999,0.017217494547367,0.001271114917472,0.7243025898933411,0.0398896150290966,,,,,,,,,164.375,-495.81783238017886,-596.2867431640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303104,74.22760009765625,0.1819804012775421,1.006189227104187,0.7029998898506165,1.1722347736358645,0.5861536264419556,0.6916167736053467,1.3040024042129517,0.4936763048171997,0.5505926012992859,-607.8640747070312,-0.0206796657294034,-0.1599716395139694,53.0,170.04205322265625,0.047933455556631,8192.0,159.58999633789062,-565.4395009114282,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311296,65.95060729980469,0.2360570430755615,0.8978340029716492,0.9254941940307616,1.5980768203735352,0.4303834736347198,0.6186270713806152,1.3014339208602903,0.4499727487564087,0.549832820892334,-561.2119750976562,-0.0207291450351476,-0.6972275376319885,52.0,190.5043487548828,0.047962948679924,8192.0,157.47000122070312,-580.3018683386878,43.0,0.0305753350257873,0.1783593744039535,0.2000000029802322,-2.1702706813812256,0.9638431072235109,0.0007198639796115,2.3550353944301605e-05,-0.0082756290212273,0.7182743549346924,0.0292719602584838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319488,347.48358154296875,-0.2228411436080932,1.0151573419570925,1.103276252746582,1.981510162353516,0.4344115257263183,0.66884446144104,1.3291938304901123,0.4411448240280151,0.5477196574211121,-598.920654296875,-0.0212915185838937,-0.2034618258476257,55.0,226.8843688964844,0.0493906959891319,8192.0,155.02999877929688,-584.2807069936597,43.0,0.0247193221002817,0.1456473171710968,0.2000000029802322,-2.1577601432800293,0.9509083032608032,0.0007129302830435,0.0138815473765134,0.0004603886627592,0.715913712978363,0.0332166887819767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327680,177.99935913085938,0.236558198928833,1.0289688110351562,0.4942409098148346,1.2867636680603027,0.4377591907978058,0.6505540609359741,1.3286851644515991,0.4378947913646698,0.5494260191917419,-586.2525634765625,-0.0218133199959993,-0.8692094683647156,51.0,205.73228454589844,0.048384740948677,8192.0,155.91000366210938,-571.0725297002439,44.0,0.0256444700062274,0.15625,0.2000000029802322,-2.1495816707611084,0.9597427248954772,0.0007060301722958,-0.0115786734968423,-0.0064652920700609,0.712807297706604,0.0324500426650047,30.0,16.64066505432129,4.0,9.700729370117188,4.0,2.583092212677002,0.5999999046325684,1.099219799041748,,,,1.0,6.706779003143311,1.0,7.051759243011475,-1.0,6.638765811920166,1.0,6.784255027770996,1.0,7.29681396484375,1.0,6.450047016143799,-1.0,6.90767765045166,1.0,6.1183271408081055,-1.0,8.096761703491211,-1.0,7.5939130783081055,1.0,7.314187049865723,1.0,7.141853332519531,1.0,6.5892181396484375,1.0,7.381058692932129,1.0,6.385654449462891,1.0,6.472109794616699,0.0,0.8217142820358276
335872,192.180908203125,0.3457415103912353,0.9533273577690125,1.0200343132019043,1.5359030961990356,0.5320124626159668,0.7045880556106567,1.3441590070724487,0.4379893839359283,0.5524733066558838,-603.2282104492188,-0.0222475323826074,-0.7812591791152954,53.0,186.1299743652344,0.0494846254587173,8192.0,152.35000610351562,-573.7300891386691,44.0,0.0213164109736681,0.1666067093610763,0.2000000029802322,-2.144550323486328,0.950679361820221,0.0006991635309532,0.0060581900179386,-0.0128915375098586,0.7122472524642944,0.0341035313904285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344064,632.4117431640625,0.1193896979093551,0.9672621488571168,0.7791104316711426,1.2916086912155151,0.4459674656391144,0.7929047346115112,1.390147089958191,0.4488239884376526,0.5486894249916077,-679.7937622070312,-0.0226967930793762,-0.4675595164299011,51.0,276.5767517089844,0.0483475439250469,8192.0,155.97999572753906,-587.6530940470674,44.0,0.0298807993531227,0.1946053355932235,0.2000000029802322,-2.133274555206299,0.961113452911377,0.0006923304754309,-0.0238964315503835,-0.0217892322689294,0.7044659852981567,0.0270410440862178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,396.168212890625,0.1140812933444976,1.0149002075195312,0.7574460506439209,1.3128314018249512,0.3202958405017853,,,,,,,,,,,,,,,0.0253865290433168,0.160400390625,0.2000000029802322,-2.111882209777832,0.9578681588172911,0.0006855310057289,-0.0117266504094004,-0.0107843317091465,0.6984544992446899,0.0333293452858924,,,,,,,,,201.5625,-524.0138013591229,-521.6345825195312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352256,617.344482421875,0.0391725599765777,1.0000802278518677,1.1680599451065063,1.2122480869293213,0.4556064307689667,0.6724053025245667,1.31299889087677,0.4130579233169555,0.5523622035980225,-594.8111572265625,-0.021330265328288,-3.008749485015869,54.0,221.3564300537109,0.0582507364451885,8192.0,159.24000549316406,-585.2299723217465,44.0,,,,,,,,,,,30.0,16.72317886352539,4.0,9.855801582336426,4.0,2.5620477199554443,0.5999999046325684,1.0923349857330322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360448,409.7888793945313,0.0219207499176263,0.9999253749847412,0.4674710035324096,1.1666324138641355,0.4114397466182709,0.758983314037323,1.3712934255599976,0.4332785606384277,0.5515561103820801,-664.7110595703125,-0.0229594651609659,-2.9698846340179443,51.0,242.8896331787109,0.0577487163245677,8192.0,157.3300018310547,-581.1007613470734,44.0,0.0298100020736455,0.1703559011220932,0.2000000029802322,-2.097836971282959,0.9128237366676332,0.0006787650636397,-0.0082849794998765,-0.0044706286862492,0.696262001991272,0.0688180699944496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368640,377.775390625,0.1886060237884521,0.9917711019515992,0.6981908679008484,1.0856974124908447,0.4603017568588257,0.7130391001701355,1.300751566886902,0.4404084384441376,0.5532652735710144,-604.941162109375,-0.0217115581035614,-0.4174221158027649,51.0,183.2528839111328,0.0481364615261554,8192.0,158.44000244140625,-579.6565123226733,44.0,0.0333111807703971,0.1216796860098838,0.2000000029802322,-2.0945639610290527,0.9250574707984924,0.0006720327073708,0.0056659439578652,0.0007383801275864,0.6957076787948608,0.0576791875064373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376832,245.7496337890625,0.182625874876976,1.009946584701538,0.1732059568166732,1.074043035507202,0.3769622147083282,0.6839074492454529,1.3785146474838257,0.4328756928443908,0.5529539585113525,-622.3655395507812,-0.0209883525967597,-0.349845290184021,50.0,227.0940704345703,0.0473378524184227,8192.0,159.4499969482422,-574.4758225440544,44.0,0.0256199669092893,0.174404039978981,0.2000000029802322,-2.088864326477051,0.9497390389442444,0.0006653338787145,-0.0159375108778476,-0.0139632169157266,0.692272424697876,0.0352806746959686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385024,217.7351989746093,0.4118468165397644,0.9373517632484436,0.792467474937439,1.452581763267517,0.4795618951320648,0.6254464387893677,1.2924121618270874,0.4262951016426086,0.55416339635849,-575.8259887695312,-0.0200629103928804,-0.4420965611934662,50.0,172.43997192382812,0.0472827106714248,8192.0,161.3300018310547,-579.9505180875419,45.0,0.0228207930922508,0.1479749232530594,0.2000000029802322,-2.077802896499634,0.9448747634887696,0.000658668577671,0.0120960595086216,-0.004564837552607,0.6891677379608154,0.0415177233517169,30.0,16.430118560791016,4.0,10.031558990478516,4.0,2.5035955905914307,0.5999999046325684,1.0869628190994265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393216,131.43357849121094,-0.1354468762874603,0.9107506275177002,1.028493046760559,1.292018175125122,0.3767891228199005,0.6550262570381165,1.282442331314087,0.4333174228668213,0.5550960302352905,-567.2086791992188,-0.0210878979414701,-0.2193805873394012,58.0,180.80377197265625,0.0506237223744392,8192.0,154.57000732421875,-569.6163245267763,45.0,0.0246139168739318,0.1546075940132141,0.2000000029802322,-2.07006311416626,0.938055157661438,0.0006520368624478,0.0144986286759376,-0.0028048695530742,0.6882318258285522,0.0429136306047439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000,57.0416145324707,0.44941446185112,0.8733915686607361,0.573782742023468,0.950380563735962,0.42511847615242,,,,,,,,,,,,,,,0.0237578805536031,0.1753186732530594,0.2000000029802322,-2.0666487216949463,0.9542105197906494,0.000645438733045,-0.0056677106767892,-0.015321871265769,0.687237024307251,0.0343249440193176,,,,,,,,,149.3125,-494.92888996739543,-712.919189453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401408,25.53746032714844,0.1255818605422973,0.8933456540107727,0.4454128444194793,1.1950353384017944,0.4647271335124969,0.6571758389472961,1.2684680223464966,0.4286810159683227,0.5552613139152527,-561.3688354492188,-0.0213799253106117,-0.1793806552886963,53.0,179.62156677246094,0.0482767075300216,8192.0,150.8699951171875,-557.8449468412148,45.0,,,,,,,,,,,,,,,,,,,,,,1.0,6.944076061248779,-1.0,7.99975061416626,-1.0,6.210583686828613,1.0,6.69521427154541,-1.0,7.660355567932129,1.0,6.857374668121338,-1.0,6.98227596282959,-1.0,6.6952433586120605,-1.0,6.407440662384033,-1.0,6.973432540893555,1.0,7.0208024978637695,1.0,7.913866996765137,-1.0,7.548677444458008,1.0,7.0486555099487305,-1.0,8.218881607055664,1.0,7.140668869018555,0.0,0.7882103323936462
409600,153.1439208984375,-0.0702839568257331,0.9365898966789246,0.2018302828073501,1.0758415460586548,0.4237369298934936,0.6562251448631287,1.2592064142227173,0.4272916316986084,0.5568386316299438,-562.7952270507812,-0.0210781916975975,-0.6461009979248047,54.0,221.7358856201172,0.0495610535144805,8192.0,151.5500030517578,-568.7054759011592,45.0,0.0233743023127317,0.1635470986366272,0.2000000029802322,-2.0585336685180664,0.96168851852417,0.0006388740730471,-0.0278139822185039,-0.0166596937924623,0.6834880113601685,0.0255769658833742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417792,60.404083251953125,-0.0082753300666809,0.933734655380249,1.1817286014556885,1.679215908050537,0.4786792695522308,0.6985152959823608,1.2848254442214966,0.4220180809497833,0.5583138465881348,-588.272216796875,-0.0212054084986448,-0.2236889153718948,53.0,224.91778564453125,0.0489153042435646,8192.0,153.25999450683594,-563.8574303263923,45.0,0.0188796501606702,0.1231770813465118,0.2000000029802322,-2.048152446746826,0.9574553966522216,0.0006323430570773,0.0102999228984117,-0.0017924272688105,0.6809059381484985,0.0336477756500244,30.0,16.590002059936523,4.0,10.191222190856934,4.0,2.505392551422119,0.5999999046325684,1.0716112852096558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425984,106.07020568847656,0.0290904138237237,0.98102068901062,0.1170120313763618,1.0817382335662842,0.3596503138542175,0.673870861530304,1.287639021873474,0.4166578650474548,0.5571312308311462,-570.514404296875,-0.0210170168429613,-0.3099735081195831,55.0,216.0063323974609,0.04962994530797,8192.0,153.0399932861328,-566.7481829719644,45.0,0.0249086208641529,0.1714709103107452,0.2000000029802322,-2.035063028335572,0.957924783229828,0.0006258455105125,-0.0163503941148519,-0.0128710931167006,0.674667477607727,0.0318906605243682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434176,1015.6221313476562,0.2469076812267303,0.9642346501350404,0.577475368976593,1.3245710134506226,0.4496917426586151,0.6280088424682617,1.3043068647384644,0.4294053912162781,0.5606856942176819,-566.5753784179688,-0.0215639695525169,-0.2175493687391281,53.0,232.3421936035156,0.0487914234399795,8192.0,150.42999267578125,-573.8092145825617,45.0,0.0259620733559131,0.173828125,0.2000000029802322,-2.0208306312561035,0.9534957408905028,0.0006193816079758,-0.0068300114944577,-0.0009613696602173,0.6714222431182861,0.034417524933815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442368,101.04613494873048,-0.0918346643447876,0.996748149394989,0.91527658700943,1.3153027296066284,0.4209249317646026,0.6928678750991821,1.29752779006958,0.4093253314495086,0.5578798651695251,-583.45751953125,-0.0210533272475004,-0.348302960395813,55.0,210.6475982666016,0.0495884343981742,8192.0,150.85000610351562,-564.6192114520775,45.0,0.0235578771680593,0.1682794690132141,0.2000000029802322,-2.012930631637573,0.9574536085128784,0.000612951174844,-0.0057754199951887,-0.0063179032877087,0.6698112487792969,0.0318126305937767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,284.525146484375,0.0791000425815582,1.11238694190979,0.226930171251297,1.1366689205169678,0.3133701682090759,,,,,,,,,,,,,,,0.0285117719322443,0.1397569477558136,0.2000000029802322,-2.0109965801239014,0.9623047709465028,0.0006065543857403,-0.0181832984089851,-0.0095047755166888,0.6702186465263367,0.0268464144319295,30.0,16.941204071044922,4.0,10.2711181640625,4.0,2.549018859863281,0.5999999046325684,1.0420942306518557,141.25,-494.28591655078526,-555.8339233398438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450560,470.8463134765625,0.3402833342552185,1.0598101615905762,1.484757900238037,2.0138933658599854,0.5350310206413269,0.6758706569671631,1.2840499877929688,0.4043627083301544,0.5571054220199585,-564.9886474609375,-0.0217464435845613,-0.4505363404750824,52.0,203.8668670654297,0.0480305142700672,8192.0,152.86000061035156,-580.3409515867523,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458752,292.84332275390625,0.1330980509519577,1.003224492073059,0.7364769577980042,1.135913968086243,0.4987192153930664,0.7207930684089661,1.28773295879364,0.4165988862514496,0.5579025149345398,-590.2652587890625,-0.0209841094911098,-0.2931086421012878,56.0,189.3858795166016,0.0500964522361755,8192.0,152.72999572753906,-565.3028658740916,45.0,0.0221981015056371,0.1018288359045982,0.2000000029802322,-2.0113306045532227,0.9606159925460817,0.0006001910660415,0.0043292064219713,-0.0006192333530634,0.6702210307121277,0.0322306230664253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466944,208.97915649414065,0.417262464761734,1.0315979719161987,0.8711053729057312,1.3245031833648682,0.3802226781845093,0.7518317699432373,1.2590653896331787,0.3852340579032898,0.56024169921875,-571.629150390625,-0.0229698605835437,-0.3048443794250488,54.0,192.5028839111328,0.0501375831663608,8192.0,145.77000427246094,-552.7801273079646,46.0,0.0251080058515071,0.1839396208524704,0.2000000029802322,-1.9997528791427608,0.9585139155387878,0.0005938613321632,-0.0167779289186,-0.0190350282937288,0.6619358062744141,0.0278990101069211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475136,161.71376037597656,0.1286547929048538,0.9585413932800292,1.1990419626235962,1.137219786643982,0.4711135923862457,0.6264534592628479,1.2856253385543823,0.3954408168792724,0.5624656081199646,-553.9517211914062,-0.0206610187888145,-0.794230043888092,57.0,195.91354370117188,0.0509826317429542,8192.0,149.1300048828125,-561.1948328939933,46.0,0.0351333022117614,0.1508593708276748,0.2000000029802322,-1.978405833244324,0.9593719840049744,0.0005875651841051,-0.0053050592541694,-0.0096575124189257,0.6562480330467224,0.0298360437154769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483328,427.1995849609375,0.1266382932662964,1.0269006490707395,0.7286538481712341,1.2357473373413086,0.4652877748012543,0.7242254018783569,1.261832356452942,0.3830021917819977,0.5645695328712463,-572.3704833984375,-0.0226857755333185,-0.8238047957420349,54.0,202.7757110595703,0.0510006323456764,8192.0,146.32000732421875,-568.2652633194759,46.0,0.0227488335222005,0.1552309840917587,0.2000000029802322,-1.9682115316390991,0.954642653465271,0.0005813025636598,-0.0010398607701063,-0.0081610074266791,0.6556734442710876,0.0345990285277366,30.0,17.323375701904297,4.0,10.406295776367188,4.0,2.5776000022888184,0.5999999046325684,1.0358726978302002,,,,1.0,7.122076988220215,1.0,7.204941749572754,1.0,6.526880741119385,1.0,6.820737838745117,-1.0,7.226226329803467,-1.0,7.669256210327148,1.0,6.83229923248291,1.0,7.870309829711914,1.0,7.452258586883545,1.0,7.586177825927734,1.0,7.889760971069336,1.0,6.955471992492676,1.0,7.434967994689941,-1.0,8.348945617675781,1.0,6.641350746154785,1.0,6.431146621704102,0.0,0.7532345056533813
491520,140.66799926757812,-0.0699285790324211,0.9885974526405334,0.5841770768165588,1.530712366104126,0.3416957557201385,0.7628830075263977,1.2822511196136477,0.3771949708461761,0.5594089031219482,-603.1436157226562,-0.0215068627148866,-0.5376421213150024,56.0,231.89471435546875,0.0507672093808651,8192.0,147.5800018310547,-554.3992070413414,46.0,0.0339312478899955,0.1727764457464218,0.2000000029802322,-1.963737726211548,0.9439517855644226,0.0005750734708271,-0.0088605396449565,-0.0094804661348462,0.6524019241333008,0.0412209220230579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499712,116.82489776611328,0.2162153571844101,1.058659553527832,0.1251495331525802,1.163558006286621,0.3291876912117004,0.7431075572967529,1.2491073608398438,0.365813285112381,0.5632246136665344,-577.4127807617188,-0.0225247628986835,-0.34708371758461,55.0,227.13819885253903,0.0500110760331153,8192.0,150.63999938964844,-557.0732453260001,46.0,0.0272133704274892,0.1568777859210968,0.2000000029802322,-1.9545207023620603,0.961617648601532,0.0005688779638148,-0.0092813465744256,-0.0095141157507896,0.65022873878479,0.0338736288249492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,152.55055236816406,0.1699140816926956,1.1460154056549072,0.8674981594085693,1.4985913038253784,0.3415299654006958,,,,,,,,,,,,,,,0.0261923130601644,0.1873263865709304,0.2000000029802322,-1.948436617851257,0.9560816287994384,0.0005627160426229,-0.025217019021511,-0.0210897661745548,0.6476362347602844,0.0327373519539833,,,,,,,,,138.9375,-503.96180060276765,-531.5455932617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507904,756.9473876953125,-0.1341837048530578,1.0412044525146484,0.952857255935669,1.1425681114196775,0.3961073756217956,0.667178213596344,1.245013952255249,0.3930081129074096,0.5638735890388489,-550.4857788085938,-0.020347137004137,-0.7942795157432556,55.0,176.5657958984375,0.0503646805882453,8192.0,148.0500030517578,-557.177111471136,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516096,32.650760650634766,0.2621261477470398,0.8904532194137573,0.8519390225410461,1.2937291860580444,0.3342251777648926,0.780742347240448,1.2174582481384275,0.3853221535682678,0.5641675591468811,-540.8233032226562,-0.0218983758240938,-2.9888124465942383,56.0,180.65708923339844,0.0602713525295257,8192.0,146.6199951171875,-560.6855320064701,46.0,0.0280055645853281,0.1612870097160339,0.2000000029802322,-1.9420089721679688,0.9574511647224426,0.0005565875908359,-0.0018005268648266,-0.0048117036931216,0.6467046737670898,0.028394216671586,30.0,17.553367614746094,4.0,10.529541969299316,4.0,2.5955286026000977,0.5999999046325684,1.03533935546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524288,97.5327377319336,-0.1834065914154052,0.8012004494667053,0.5581745505332947,1.1364551782608032,0.3964070975780487,0.7506536245346069,1.256148099899292,0.3881559073925018,0.5641364455223083,-599.2210083007812,-0.0211836211383342,-0.8030330538749695,53.0,246.810775756836,0.0499024838209152,8192.0,152.19000244140625,-563.7562964121397,46.0,0.0236411821097135,0.1700683534145355,0.2000000029802322,-1.9381309747695925,0.9621059894561768,0.000550492783077,-0.0138487257063388,-0.0172953773289918,0.6446900367736816,0.0303469188511371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532480,179.4768829345703,-0.0710630193352699,1.0048236846923828,0.0999937877058982,1.2699652910232544,0.4530333280563354,0.7706380486488342,1.2844126224517822,0.3859358727931976,0.5643078684806824,-620.1157836914062,-0.022246902808547,-0.1962894052267074,50.0,267.9899597167969,0.048364084213972,8192.0,158.52000427246094,-574.7984324225582,47.0,0.0225144792348146,0.1437174528837204,0.2000000029802322,-1.9319353103637693,0.966917872428894,0.0005444315029308,-0.0131529998034238,-0.0086010657250881,0.6449702382087708,0.0260074846446514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540672,357.13330078125,0.208655297756195,1.1072232723236084,1.1021913290023804,1.3217337131500244,0.3430317342281341,0.7850594520568848,1.269583821296692,0.3706993758678436,0.5621663331985474,-598.5999755859375,-0.0223212540149688,-0.1601532101631164,54.0,185.731674194336,0.0499034039676189,8192.0,153.0399932861328,-560.3097604853835,47.0,0.0232511907815933,0.1496175080537796,0.2000000029802322,-1.932633757591248,0.9595430493354796,0.0005384037503972,-0.0027687428519129,-0.0075784781947731,0.6444422006607056,0.0324563719332218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548864,292.47955322265625,-0.080581858754158,1.090537190437317,0.4262843728065491,1.119855880737305,0.3334450423717499,0.7090577483177185,1.2418060302734375,0.39671191573143,0.5661147832870483,-580.3910522460938,-0.0212522912770509,-2.990953207015991,56.0,219.2752227783203,0.06009341776371,8192.0,150.86000061035156,-551.6210621836302,47.0,0.025884723290801,0.1753743439912796,0.2000000029802322,-1.928374409675598,0.958718478679657,0.0005324095254763,-0.0078280419111251,-0.0096623236313462,0.6433422565460205,0.0335404425859451,30.0,17.761695861816406,4.0,10.561582565307615,4.0,2.625160217285156,0.5999999046325684,1.0303165912628174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
